-7.371728163293207459e-01,-7.371728163301340953e-01,-7.371728163319610783e-01,-7.371728163278599144e-01,-7.371728163313593374e-01,-7.371728163273576495e-01,-7.371728163305149018e-01,-7.371728163324171579e-01
-7.367875458830581703e-01,-7.367875458835915214e-01,-7.367875458861401494e-01,-7.367875458811515843e-01,-7.367875458853683224e-01,-7.367875458802476407e-01,-7.367875458842910730e-01,-7.367875458860043691e-01
-7.363851012224811310e-01,-7.363851012236557469e-01,-7.363851012275447472e-01,-7.363851012208501023e-01,-7.363851012270197227e-01,-7.363851012192770273e-01,-7.363851012248034955e-01,-7.363851012270334895e-01
-7.359644755298462293e-01,-7.359644755310894570e-01,-7.359644755346882450e-01,-7.359644755260383864e-01,-7.359644755334542321e-01,-7.359644755241070424e-01,-7.359644755318375253e-01,-7.359644755352597878e-01
-7.355245895117183963e-01,-7.355245895132764833e-01,-7.355245895174764570e-01,-7.355245895070178230e-01,-7.355245895161865999e-01,-7.355245895042160642e-01,-7.355245895141796497e-01,-7.355245895184802096e-01
-7.350642852923721104e-01,-7.350642852948950923e-01,-7.350642852997921750e-01,-7.350642852875303168e-01,-7.350642852989868192e-01,-7.350642852842147468e-01,-7.350642852960129758e-01,-7.350642853004868416e-01
-7.345823197175546104e-01,-7.345823197208993793e-01,-7.345823197256815540e-01,-7.345823197121472692e-01,-7.345823197252243641e-01,-7.345823197083338751e-01,-7.345823197218928069e-01,-7.345823197267070670e-01
-7.340773570135619153e-01,-7.340773570189632613e-01,-7.340773570220082700e-01,-7.340773570085785682e-01,-7.340773570228098510e-01,-7.340773570061263076e-01,-7.340773570193172004e-01,-7.340773570241752033e-01
-7.335479607455190898e-01,-7.335479607521335765e-01,-7.335479607555840387e-01,-7.335479607384999268e-01,-7.335479607565886795e-01,-7.335479607353336817e-01,-7.335479607524757473e-01,-7.335479607582759964e-01
-7.329925849781069314e-01,-7.329925849855296605e-01,-7.329925849898737411e-01,-7.329925849700351659e-01,-7.329925849921193892e-01,-7.329925849659377768e-01,-7.329925849868361709e-01,-7.329925849918024205e-01
-7.324095645854231673e-01,-7.324095645949655342e-01,-7.324095645981251179e-01,-7.324095645764758800e-01,-7.324095645998229820e-01,-7.324095645706911739e-01,-7.324095645948032196e-01,-7.324095646033423890e-01
-7.317971045918290063e-01,-7.317971046011869651e-01,-7.317971046075648633e-01,-7.317971045760671700e-01,-7.317971046123740164e-01,-7.317971045701787691e-01,-7.317971046052984541e-01,-7.317971046093212362e-01
-7.311532684592383369e-01,-7.311532684689908690e-01,-7.311532684767518830e-01,-7.311532684400313675e-01,-7.311532684820251093e-01,-7.311532684304893337e-01,-7.311532684740313925e-01,-7.311532684777357627e-01
-7.304759652060928143e-01,-7.304759652167099881e-01,-7.304759652271883841e-01,-7.304759651845994517e-01,-7.304759652328840502e-01,-7.304759651688369493e-01,-7.304759652228522970e-01,-7.304759652279408932e-01
-7.297629352319638940e-01,-7.297629352469491293e-01,-7.297629352574088735e-01,-7.297629352096268729e-01,-7.297629352640160327e-01,-7.297629351937795494e-01,-7.297629352524070967e-01,-7.297629352623618004e-01
-7.290117347193559860e-01,-7.290117347362361500e-01,-7.290117347498774603e-01,-7.290117346908290274e-01,-7.290117347578024543e-01,-7.290117346672964072e-01,-7.290117347440751017e-01,-7.290117347558313643e-01
-7.282197184464616058e-01,-7.282197184658675271e-01,-7.282197184825626168e-01,-7.282197184120464684e-01,-7.282197184924003031e-01,-7.282197183725368506e-01,-7.282197184756760144e-01,-7.282197184880785379e-01
-7.273840208796331641e-01,-7.273840209015608460e-01,-7.273840209216150265e-01,-7.273840208392865492e-01,-7.273840209335137308e-01,-7.273840207968066407e-01,-7.273840209148383362e-01,-7.273840209285862279e-01
-7.265015353310679824e-01,-7.265015353552943811e-01,-7.265015353834629597e-01,-7.265015352824446548e-01,-7.265015353980115442e-01,-7.265015352196327880e-01,-7.265015353742587667e-01,-7.265015353888071292e-01
-7.255688910169038053e-01,-7.255688909928510455e-01,-7.255688910172117811e-01,-7.255688909930417818e-01,-7.255688910172818362e-01,-7.255688909925377406e-01,-7.255688910171442796e-01,-7.255688909930146924e-01
-7.245824277815471337e-01,-7.245824277495100940e-01,-7.245824277818031511e-01,-7.245824277493826404e-01,-7.245824277818688763e-01,-7.245824277489799625e-01,-7.245824277817151104e-01,-7.245824277495439558e-01
-7.235381682865817954e-01,-7.235381682436380357e-01,-7.235381682868373687e-01,-7.235381682432644457e-01,-7.235381682867343400e-01,-7.235381682426489380e-01,-7.235381682867676467e-01,-7.235381682438730699e-01
-7.224317873585115457e-01,-7.224317874374714954e-01,-7.224317874355398184e-01,-7.224317873253809363e-01,-7.224317874695320718e-01,-7.224317872817581643e-01,-7.224317874439749598e-01,-7.224317874874127687e-01
-7.212585784856961890e-01,-7.212585785832310581e-01,-7.212585785804725980e-01,-7.212585784489782270e-01,-7.212585786240161001e-01,-7.212585783998568534e-01,-7.212585785944770622e-01,-7.212585786449496883e-01
-7.200134166438303396e-01,-7.200134167580622968e-01,-7.200134167553624565e-01,-7.200134166041559647e-01,-7.200134168080478680e-01,-7.200134165520926111e-01,-7.200134167768754700e-01,-7.200134168327397832e-01
-7.186907178915249439e-01,-7.186907178918561234e-01,-7.186907178916448480e-01,-7.186907178913912730e-01,-7.186907178916426275e-01,-7.186907178911249305e-01,-7.186907178915614702e-01,-7.186907178915317163e-01
-7.172843947698670508e-01,-7.172843949300347077e-01,-7.172843949320650836e-01,-7.172843947218707772e-01,-7.172843950121434720e-01,-7.172843946641380697e-01,-7.172843949774198036e-01,-7.172843950444403038e-01
-7.157878080831434620e-01,-7.157878080832713596e-01,-7.157878080831774348e-01,-7.157878080829689349e-01,-7.157878080832257295e-01,-7.157878080826092226e-01,-7.157878080833313117e-01,-7.157878080832992262e-01
-7.141937134610280014e-01,-7.141937134611542337e-01,-7.141937134613098870e-01,-7.141937134607383442e-01,-7.141937134614204652e-01,-7.141937134602726056e-01,-7.141937134613798310e-01,-7.141937134611270332e-01
-7.124942041970416806e-01,-7.124942041967252671e-01,-7.124942041972237572e-01,-7.124942041962685213e-01,-7.124942041971840112e-01,-7.124942041956638938e-01,-7.124942041972206486e-01,-7.124942041967829987e-01
