9.999999999999991118e-01,9.637690870952100308e-01,9.639993715914956240e-01,9.640091772128369652e-01,9.640101690387232747e-01,9.640091772130634507e-01,9.639993715915515793e-01,9.637690870950380573e-01,9.637690870952100308e-01,9.999999999999991118e-01,9.637690870953420363e-01,9.639993715920796014e-01,9.640091772133786430e-01,9.640101690394671241e-01,9.640091772132696191e-01,9.639993715924299877e-01,9.639993715914956240e-01,9.637690870953420363e-01,9.999999999999991118e-01,9.637690870949103816e-01,9.639993715918866446e-01,9.640091772132046710e-01,9.640101690386889688e-01,9.640091772131818004e-01,9.640091772128369652e-01,9.639993715920796014e-01,9.637690870949103816e-01,9.999999999999991118e-01,9.637690870950409439e-01,9.639993715919644712e-01,9.640091772127796776e-01,9.640101690390057154e-01,9.640101690387232747e-01,9.640091772133786430e-01,9.639993715918866446e-01,9.637690870950409439e-01,9.999999999999991118e-01,9.637690870953131705e-01,9.639993715918250272e-01,9.640091772132435288e-01,9.640091772130634507e-01,9.640101690394671241e-01,9.640091772132046710e-01,9.639993715919644712e-01,9.637690870953131705e-01,9.999999999999991118e-01,9.637690870951146627e-01,9.639993715921600925e-01,9.639993715915515793e-01,9.640091772132696191e-01,9.640101690386889688e-01,9.640091772127796776e-01,9.639993715918250272e-01,9.637690870951146627e-01,9.999999999999991118e-01,9.637690870951013400e-01,9.637690870950380573e-01,9.639993715924299877e-01,9.640091772131818004e-01,9.640101690390057154e-01,9.640091772132435288e-01,9.639993715921600925e-01,9.637690870951013400e-01,9.999999999999991118e-01
9.999999999999993339e-01,9.626556124321707930e-01,9.629015083266984076e-01,9.629120125212653480e-01,9.629130754554721117e-01,9.629120125215424597e-01,9.629015083267682407e-01,9.626556124319597396e-01,9.626556124321707930e-01,9.999999999999993339e-01,9.626556124323325525e-01,9.629015083274082842e-01,9.629120125219293724e-01,9.629130754563762773e-01,9.629120125217978110e-01,9.629015083278332776e-01,9.629015083266984076e-01,9.626556124323325525e-01,9.999999999999993339e-01,9.626556124318066399e-01,9.629015083271742492e-01,9.629120125217139892e-01,9.629130754554325877e-01,9.629120125216855675e-01,9.629120125212653480e-01,9.629015083274082842e-01,9.626556124318066399e-01,9.999999999999993339e-01,9.626556124319639585e-01,9.629015083272671749e-01,9.629120125212017323e-01,9.629130754558130612e-01,9.629130754554721117e-01,9.629120125219293724e-01,9.629015083271742492e-01,9.626556124319639585e-01,9.999999999999993339e-01,9.626556124322952490e-01,9.629015083271014186e-01,9.629120125217619508e-01,9.629120125215424597e-01,9.629130754563762773e-01,9.629120125217139892e-01,9.629015083272671749e-01,9.626556124322952490e-01,9.999999999999993339e-01,9.626556124320559960e-01,9.629015083275045406e-01,9.629015083267682407e-01,9.629120125217978110e-01,9.629130754554325877e-01,9.629120125212017323e-01,9.629015083271014186e-01,9.626556124320559960e-01,9.999999999999993339e-01,9.626556124320393426e-01,9.626556124319597396e-01,9.629015083278332776e-01,9.629120125216855675e-01,9.629130754558130612e-01,9.629120125217619508e-01,9.629015083275045406e-01,9.626556124320393426e-01,9.999999999999993339e-01
9.999999999999981126e-01,9.614915897646307830e-01,9.617543813822477805e-01,9.617656425676500698e-01,9.617667825637578050e-01,9.617656425679920185e-01,9.617543813823377086e-01,9.614915897643702136e-01,9.614915897646307830e-01,9.999999999999981126e-01,9.614915897648326215e-01,9.617543813831230803e-01,9.617656425684706356e-01,9.617667825648706925e-01,9.617656425683112076e-01,9.617543813836452182e-01,9.617543813822477805e-01,9.614915897648326215e-01,9.999999999999981126e-01,9.614915897641864717e-01,9.617543813828370869e-01,9.617656425682040711e-01,9.617667825637132850e-01,9.617656425681684329e-01,9.617656425676500698e-01,9.617543813831230803e-01,9.614915897641864717e-01,9.999999999999981126e-01,9.614915897643786513e-01,9.617543813829496635e-01,9.617656425675785714e-01,9.617667825641774693e-01,9.617667825637578050e-01,9.617656425684706356e-01,9.617543813828370869e-01,9.614915897643786513e-01,9.999999999999981126e-01,9.614915897647846599e-01,9.617543813827501564e-01,9.617656425682632459e-01,9.617656425679920185e-01,9.617667825648706925e-01,9.617656425682040711e-01,9.617543813829496635e-01,9.614915897647846599e-01,9.999999999999981126e-01,9.614915897644930043e-01,9.617543813832398758e-01,9.617543813823377086e-01,9.617656425683112076e-01,9.617667825637132850e-01,9.617656425675785714e-01,9.617543813827501564e-01,9.614915897644930043e-01,9.999999999999981126e-01,9.614915897644724652e-01,9.614915897643702136e-01,9.617543813836452182e-01,9.617656425681684329e-01,9.617667825641774693e-01,9.617656425682632459e-01,9.617543813832398758e-01,9.614915897644724652e-01,9.999999999999981126e-01
9.999999999999995559e-01,9.602740184941417345e-01,9.605551144580404266e-01,9.605671965775164356e-01,9.605684201494509855e-01,9.605671965779407628e-01,9.605551144581599976e-01,9.602740184938186596e-01,9.602740184941417345e-01,9.999999999999995559e-01,9.602740184943985291e-01,9.605551144591351065e-01,9.605671965785400612e-01,9.605684201508375430e-01,9.605671965783454391e-01,9.605551144597871405e-01,9.605551144580404266e-01,9.602740184943985291e-01,9.999999999999995559e-01,9.602740184935968371e-01,9.605551144587848311e-01,9.605671965782075494e-01,9.605684201494021357e-01,9.605671965781646948e-01,9.605671965775164356e-01,9.605551144591351065e-01,9.602740184935968371e-01,9.999999999999995559e-01,9.602740184938353130e-01,9.605551144589208334e-01,9.605671965774346122e-01,9.605684201499774533e-01,9.605684201494509855e-01,9.605671965785400612e-01,9.605551144587848311e-01,9.602740184938353130e-01,9.999999999999995559e-01,9.602740184943365787e-01,9.605551144586798040e-01,9.605671965782829336e-01,9.605671965779407628e-01,9.605684201508375430e-01,9.605671965782075494e-01,9.605551144589208334e-01,9.602740184943365787e-01,9.999999999999995559e-01,9.602740184939763113e-01,9.605551144592782142e-01,9.605551144581599976e-01,9.605671965783454391e-01,9.605684201494021357e-01,9.605671965774346122e-01,9.605551144586798040e-01,9.602740184939763113e-01,9.999999999999995559e-01,9.602740184939526635e-01,9.602740184938186596e-01,9.605551144597871405e-01,9.605671965781646948e-01,9.605684201499774533e-01,9.605671965782829336e-01,9.605551144592782142e-01,9.602740184939526635e-01,9.999999999999995559e-01
1.000000000000001110e+00,9.589996809012424350e-01,9.593006279545340798e-01,9.593136010469576203e-01,9.593149153260832618e-01,9.593136010474856423e-01,9.593006279546933968e-01,9.589996809008394241e-01,9.589996809012424350e-01,1.000000000000001110e+00,9.589996809015679524e-01,9.593006279559075367e-01,9.593136010482360421e-01,9.593149153278168750e-01,9.593136010479993425e-01,9.593006279567224404e-01,9.593006279545340798e-01,9.589996809015679524e-01,1.000000000000001110e+00,9.589996809005707501e-01,9.593006279554743276e-01,9.593136010478207076e-01,9.593149153260300821e-01,9.593136010477678610e-01,9.593136010469576203e-01,9.593006279559075367e-01,9.589996809005707501e-01,1.000000000000001110e+00,9.589996809008660694e-01,9.593006279556416382e-01,9.593136010468642505e-01,9.593149153267459539e-01,9.593149153260832618e-01,9.593136010482360421e-01,9.593006279554743276e-01,9.589996809008660694e-01,1.000000000000001110e+00,9.589996809014875723e-01,9.593006279553475402e-01,9.593136010479151876e-01,9.593136010474856423e-01,9.593149153278168750e-01,9.593136010478207076e-01,9.593006279556416382e-01,9.589996809014875723e-01,1.000000000000001110e+00,9.589996809010422618e-01,9.593006279560822858e-01,9.593006279546933968e-01,9.593136010479993425e-01,9.593149153260300821e-01,9.593136010468642505e-01,9.593006279553475402e-01,9.589996809010422618e-01,1.000000000000001110e+00,9.589996809010138401e-01,9.589996809008394241e-01,9.593006279567224404e-01,9.593136010477678610e-01,9.593149153267459539e-01,9.593136010479151876e-01,9.593006279560822858e-01,9.589996809010138401e-01,1.000000000000001110e+00
1.000000000000000888e+00,9.576651239154849726e-01,9.579876224754693137e-01,9.580015633065129821e-01,9.580029761047338388e-01,9.580015633071725656e-01,9.579876224756753711e-01,9.576651239149814865e-01,9.576651239154849726e-01,1.000000000000000888e+00,9.576651239158939788e-01,9.579876224771730620e-01,9.580015633081090387e-01,9.580029761068843408e-01,9.580015633078209358e-01,9.579876224781843641e-01,9.579876224754693137e-01,9.576651239158939788e-01,1.000000000000000888e+00,9.576651239146548589e-01,9.579876224766429305e-01,9.580015633075894543e-01,9.580029761046759962e-01,9.580015633075220638e-01,9.580015633065129821e-01,9.579876224771730620e-01,9.576651239146548589e-01,1.000000000000000888e+00,9.576651239150171246e-01,9.579876224768427706e-01,9.580015633064107305e-01,9.580029761055505189e-01,9.580029761047338388e-01,9.580015633081090387e-01,9.579876224766429305e-01,9.576651239150171246e-01,1.000000000000000888e+00,9.576651239157885076e-01,9.579876224764910519e-01,9.580015633077056947e-01,9.580015633071725656e-01,9.580029761068843408e-01,9.580015633075894543e-01,9.579876224768427706e-01,9.576651239157885076e-01,1.000000000000000888e+00,9.576651239152421669e-01,9.579876224773870019e-01,9.579876224756753711e-01,9.580015633078209358e-01,9.580029761046759962e-01,9.580015633064107305e-01,9.579876224764910519e-01,9.576651239152421669e-01,1.000000000000000888e+00,9.576651239152057515e-01,9.576651239149814865e-01,9.579876224781843641e-01,9.580015633075220638e-01,9.580029761055505189e-01,9.580015633077056947e-01,9.579876224773870019e-01,9.576651239152057515e-01,1.000000000000000888e+00
9.999999999999993339e-01,9.562666391821370571e-01,9.566125608682426451e-01,9.566275536289539083e-01,9.566290735083903263e-01,9.566275536297801363e-01,9.566125608685015491e-01,9.562666391815047850e-01,9.562666391821370571e-01,9.999999999999993339e-01,9.562666391826429857e-01,9.566125608703319738e-01,9.566275536309406524e-01,9.566290735110379861e-01,9.566275536305921534e-01,9.566125608715747575e-01,9.566125608682426451e-01,9.562666391826429857e-01,9.999999999999993339e-01,9.562666391811045496e-01,9.566125608696843807e-01,9.566275536302907279e-01,9.566290735083273766e-01,9.566275536302012439e-01,9.566275536289539083e-01,9.566125608703319738e-01,9.562666391811045496e-01,9.999999999999993339e-01,9.562666391815438649e-01,9.566125608699201921e-01,9.566275536288466608e-01,9.566290735093760933e-01,9.566290735083903263e-01,9.566275536309406524e-01,9.566125608696843807e-01,9.562666391815438649e-01,9.999999999999993339e-01,9.562666391825013212e-01,9.566125608695043026e-01,9.566275536304286176e-01,9.566275536297801363e-01,9.566290735110379861e-01,9.566275536302907279e-01,9.566125608699201921e-01,9.562666391825013212e-01,9.999999999999993339e-01,9.562666391818390732e-01,9.566125608705918770e-01,9.566125608685015491e-01,9.566275536305921534e-01,9.566290735083273766e-01,9.566275536288466608e-01,9.566125608695043026e-01,9.562666391818390732e-01,9.999999999999993339e-01,9.562666391817874478e-01,9.562666391815047850e-01,9.566125608715747575e-01,9.566275536302012439e-01,9.566290735093760933e-01,9.566275536304286176e-01,9.566125608705918770e-01,9.562666391817874478e-01,9.999999999999993339e-01
1.000000000000000444e+00,9.548002412563014740e-01,9.551716486693593300e-01,9.551877857488133561e-01,9.551894220987046102e-01,9.551877857498515256e-01,9.551716486696859576e-01,9.548002412555062213e-01,9.548002412563014740e-01,1.000000000000000444e+00,9.548002412569307484e-01,9.551716486719312726e-01,9.551877857512937053e-01,9.551894221019775477e-01,9.551877857508721537e-01,9.551716486734652678e-01,9.551716486693593300e-01,9.548002412569307484e-01,1.000000000000000444e+00,9.548002412550147255e-01,9.551716486711375742e-01,9.551877857504800229e-01,9.551894220986384409e-01,9.551877857503620062e-01,9.551877857488133561e-01,9.551716486719312726e-01,9.548002412550147255e-01,1.000000000000000444e+00,9.548002412555484097e-01,9.551716486714170173e-01,9.551877857487039991e-01,9.551894220999005425e-01,9.551894220987046102e-01,9.551877857512937053e-01,9.551716486711375742e-01,9.548002412555484097e-01,1.000000000000000444e+00,9.548002412567405672e-01,9.551716486709239673e-01,9.551877857506434477e-01,9.551877857498515256e-01,9.551894221019775477e-01,9.551877857504800229e-01,9.551716486714170173e-01,9.548002412567405672e-01,1.000000000000000444e+00,9.548002412559359886e-01,9.551716486722494626e-01,9.551716486696859576e-01,9.551877857508721537e-01,9.551894220986384409e-01,9.551877857487039991e-01,9.551716486709239673e-01,9.548002412559359886e-01,1.000000000000000444e+00,9.548002412558642682e-01,9.548002412555062213e-01,9.551716486734652678e-01,9.551877857503620062e-01,9.551894220999005425e-01,9.551877857506434477e-01,9.551716486722494626e-01,9.548002412558642682e-01,1.000000000000000444e+00
1.000000000000001776e+00,9.532616437384947572e-01,9.536608128116919048e-01,9.536781956507565106e-01,9.536799587722523119e-01,9.536781956520690162e-01,9.536608128121241146e-01,9.532616437374883400e-01,9.532616437384947572e-01,1.000000000000001776e+00,9.532616437393003350e-01,9.536608128149371977e-01,9.536781956538936678e-01,9.536799587763783448e-01,9.536781956533783022e-01,9.536608128168716503e-01,9.536608128116919048e-01,9.532616437393003350e-01,1.000000000000001776e+00,9.532616437368859330e-01,9.536608128139528739e-01,9.536781956528661564e-01,9.536799587721901394e-01,9.536781956527156101e-01,9.536781956507565106e-01,9.536608128149371977e-01,9.532616437368859330e-01,1.000000000000001776e+00,9.532616437375488472e-01,9.536608128142903817e-01,9.536781956506451552e-01,9.536799587737571082e-01,9.536799587722523119e-01,9.536781956538936678e-01,9.536608128139528739e-01,9.532616437375488472e-01,1.000000000000001776e+00,9.532616437390480923e-01,9.536608128136945250e-01,9.536781956530683280e-01,9.536781956520690162e-01,9.536799587763783448e-01,9.536781956528661564e-01,9.536608128142903817e-01,9.532616437390480923e-01,1.000000000000001776e+00,9.532616437380476704e-01,9.536608128153311048e-01,9.536608128121241146e-01,9.536781956533783022e-01,9.536799587721901394e-01,9.536781956506451552e-01,9.536608128136945250e-01,9.532616437380476704e-01,1.000000000000001776e+00,9.532616437379566321e-01,9.532616437374883400e-01,9.536608128168716503e-01,9.536781956527156101e-01,9.536799587737571082e-01,9.536781956530683280e-01,9.536608128153311048e-01,9.532616437379566321e-01,1.000000000000001776e+00
1.000000000000000000e+00,9.516462331476465142e-01,9.520756784394465155e-01,9.520944184728517001e-01,9.520963196724075983e-01,9.520944184745129268e-01,9.520756784399951878e-01,9.516462331463712010e-01,9.516462331476465142e-01,1.000000000000000000e+00,9.516462331486625903e-01,9.520756784434871722e-01,9.520944184768049823e-01,9.520963196775596993e-01,9.520944184761761520e-01,9.520756784458933586e-01,9.520756784394465155e-01,9.516462331486625903e-01,1.000000000000000000e+00,9.516462331456311263e-01,9.520756784422672592e-01,9.520944184755087969e-01,9.520963196723528643e-01,9.520944184753097339e-01,9.520944184728517001e-01,9.520756784434871722e-01,9.516462331456311263e-01,1.000000000000000000e+00,9.516462331464412561e-01,9.520756784426738228e-01,9.520944184727556658e-01,9.520963196742595613e-01,9.520963196724075983e-01,9.520944184768049823e-01,9.520756784422672592e-01,9.516462331464412561e-01,1.000000000000000000e+00,9.516462331483253045e-01,9.520756784419586172e-01,9.520944184757513806e-01,9.520944184745129268e-01,9.520963196775596993e-01,9.520944184755087969e-01,9.520756784426738228e-01,9.516462331483253045e-01,1.000000000000000000e+00,9.516462331470980640e-01,9.520756784439734499e-01,9.520756784399951878e-01,9.520944184761761520e-01,9.520963196723528643e-01,9.520944184727556658e-01,9.520756784419586172e-01,9.516462331470980640e-01,1.000000000000000000e+00,9.516462331469719427e-01,9.516462331463712010e-01,9.520756784458933586e-01,9.520944184753097339e-01,9.520963196742595613e-01,9.520944184757513806e-01,9.520756784439734499e-01,9.516462331469719427e-01,1.000000000000000000e+00
