-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-8.953939614637036470e-01,-9.000390764545316280e-01,-9.002143319454209980e-01,-9.002311687552161379e-01,-9.002344536089229576e-01,-9.002352481390187844e-01,-9.002352481390187844e-01,-9.002344536089225135e-01,-9.002311687552158048e-01,-9.002143319454209980e-01,-9.000390764545320721e-01,-8.953939614637042022e-01
-9.959766859485021939e-01,-9.931206512939462216e-01,-9.930292469856117910e-01,-9.930225012925417705e-01,-9.930205335732992245e-01,-9.930199821057782428e-01,-9.930199821057783538e-01,-9.930205335732995575e-01,-9.930225012925421035e-01,-9.930292469856120130e-01,-9.931206512939462216e-01,-9.959766859485019719e-01
-8.997245667719618867e-01,-9.078166949802549679e-01,-9.089407556598159132e-01,-9.090177202059933625e-01,-9.090282473213633363e-01,-9.090307615978552302e-01,-9.090307615978544531e-01,-9.090282473213620040e-01,-9.090177202059922523e-01,-9.089407556598154692e-01,-9.078166949802548569e-01,-8.997245667719621087e-01
-9.898143163677584067e-01,-9.803538800610671622e-01,-9.801419967603829386e-01,-9.801453866102504131e-01,-9.801425574835643806e-01,-9.801412222852359246e-01,-9.801412222852365907e-01,-9.801425574835657129e-01,-9.801453866102517454e-01,-9.801419967603832717e-01,-9.803538800610673842e-01,-9.898143163677582956e-01
-9.038293029939239442e-01,-9.161124587297498900e-01,-9.189485719351707660e-01,-9.191191363521773461e-01,-9.191347780672580736e-01,-9.191389435459684787e-01,-9.191389435459678126e-01,-9.191347780672559642e-01,-9.191191363521756807e-01,-9.189485719351695447e-01,-9.161124587297503341e-01,-9.038293029939249434e-01
-9.869886355362738062e-01,-9.697394057509834964e-01,-9.693934272019859577e-01,-9.694738280025979593e-01,-9.694794050605048952e-01,-9.694781918427745060e-01,-9.694781918427759493e-01,-9.694794050605076707e-01,-9.694738280026005128e-01,-9.693934272019872900e-01,-9.697394057509834964e-01,-9.869886355362733621e-01
-9.039070948475343981e-01,-9.184680625342478422e-01,-9.238276218359035008e-01,-9.241430338983293025e-01,-9.241541014840883861e-01,-9.241582274928286100e-01,-9.241582274928277219e-01,-9.241541014840854995e-01,-9.241430338983267490e-01,-9.238276218359016134e-01,-9.184680625342478422e-01,-9.039070948475350642e-01
-9.891651681933439910e-01,-9.655566810742322037e-01,-9.647199721717879539e-01,-9.649709219540761884e-01,-9.650008647581120869e-01,-9.650011514699654569e-01,-9.650011514699669002e-01,-9.650008647581157506e-01,-9.649709219540796301e-01,-9.647199721717898413e-01,-9.655566810742325368e-01,-9.891651681933436580e-01
-9.003036278273087722e-01,-9.124391573872522310e-01,-9.214382827337622706e-01,-9.220453645312132185e-01,-9.220365382092414741e-01,-9.220369661228176028e-01,-9.220369661228163816e-01,-9.220365382092379214e-01,-9.220453645312093327e-01,-9.214382827337591619e-01,-9.124391573872510097e-01,-9.003036278273089943e-01
