-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.957431065622079913e-01,-9.698279652936814266e-01,-9.681591357921212060e-01,-9.686872205818881643e-01,-9.687697495641705014e-01,-9.687734703769161904e-01,-9.687725044702232280e-01,-9.687718933071559624e-01,-9.687716011287255125e-01,-9.687715151775635469e-01,-9.687716011287179629e-01,-9.687718933071479688e-01,-9.687725044702234500e-01,-9.687734703769167455e-01,-9.687697495641719447e-01,-9.686872205818866099e-01,-9.681591357921298657e-01,-9.698279652936837580e-01,-9.957431065622116551e-01
-9.101782058691849642e-01,-8.788352033090852666e-01,-9.208384476752603520e-01,-9.306603869255203332e-01,-9.298660772634341765e-01,-9.294594525995608647e-01,-9.294246540179984528e-01,-9.294286335204986482e-01,-9.294305281177808187e-01,-9.294309527216074729e-01,-9.294305281177865918e-01,-9.294286335205069749e-01,-9.294246540180072236e-01,-9.294594525995589773e-01,-9.298660772634297356e-01,-9.306603869255116734e-01,-9.208384476752614622e-01,-8.788352033090692794e-01,-9.101782058691938460e-01
-9.550582052554846824e-01,-8.780018116072785261e-01,-8.906788061878834206e-01,-9.336248042561319238e-01,-9.390112457693866599e-01,-9.363481354486221653e-01,-9.356780888653012385e-01,-9.356879050350886962e-01,-9.357110475523535698e-01,-9.357144521019573613e-01,-9.357110475523573445e-01,-9.356879050350972449e-01,-9.356780888653154493e-01,-9.363481354486273833e-01,-9.390112457693889914e-01,-9.336248042561270388e-01,-8.906788061878688767e-01,-8.780018116072840773e-01,-9.550582052554905665e-01
-9.402759095993153959e-01,-9.207641428391033500e-01,-9.484845846745471043e-01,-8.721844206728439630e-01,-8.579815897571775318e-01,-8.763457827122014265e-01,-8.812858382026430570e-01,-8.804798680689807089e-01,-8.800508454988723583e-01,-8.800136106026105187e-01,-8.800508454988563711e-01,-8.804798680689560619e-01,-8.812858382026218518e-01,-8.763457827121875487e-01,-8.579815897571755334e-01,-8.721844206728486260e-01,-9.484845846745665332e-01,-9.207641428390879179e-01,-9.402759095993209471e-01
-8.768248917545368171e-01,-9.653852028939425844e-01,-9.291219238777158607e-01,-9.513412801892324744e-01,-8.881325743889465496e-01,-8.668396923972747636e-01,-8.908620076230583384e-01,-8.997350472050296144e-01,-8.977849526600745200e-01,-8.966653295604573026e-01,-8.977849526600715224e-01,-8.997350472050270609e-01,-8.908620076230474583e-01,-8.668396923972480073e-01,-8.881325743889353364e-01,-9.513412801892406900e-01,-9.291219238777045364e-01,-9.653852028939531316e-01,-8.768248917545322652e-01
-7.669632374062581581e-01,-7.826707446377187960e-01,-6.517034558418285384e-01,-7.322207907502191748e-01,-7.378375641836040222e-01,-7.293589399827518083e-01,-8.092560440066153271e-01,-8.111361187954768681e-01,-7.814644127689029940e-01,-7.745246046539564500e-01,-7.814644127688876729e-01,-8.111361187954676533e-01,-8.092560440066079996e-01,-7.293589399827501429e-01,-7.378375641836236731e-01,-7.322207907502515933e-01,-6.517034558418263179e-01,-7.826707446377296762e-01,-7.669632374062491653e-01
-6.923369157374126281e-01,-8.588644296076360929e-01,-8.399648515979737384e-01,-7.978263498276162435e-01,-8.817369482468183639e-01,-9.255157477563582535e-01,-9.092341724258724556e-01,-9.384251611710339169e-01,-9.036870597808476235e-01,-8.524680848976995406e-01,-9.036870597808518424e-01,-9.384251611710284768e-01,-9.092341724258603541e-01,-9.255157477563693558e-01,-8.817369482468273567e-01,-7.978263498276233490e-01,-8.399648515979747376e-01,-8.588644296076284324e-01,-6.923369157374023031e-01
-5.453842626958071982e-01,-7.077415901057989567e-01,-7.570196885830914324e-01,-7.212054368554348116e-01,-7.147790888578704482e-01,-6.711485222077362423e-01,-7.023466308542697378e-01,-7.572780673726369205e-01,-7.415719698178953045e-01,-7.800407414913450577e-01,-7.415719698178744324e-01,-7.572780673726311473e-01,-7.023466308542483105e-01,-6.711485222077204771e-01,-7.147790888578431368e-01,-7.212054368554482453e-01,-7.570196885830805522e-01,-7.077415901058197178e-01,-5.453842626958231854e-01
-2.877014998826164099e-02,-4.139591270355711949e-01,-4.121647875736776934e-01,-5.703129775083464192e-01,-3.341920920626097469e-01,-6.065429065305965040e-01,-5.180379826101327856e-01,-4.606997013529439133e-01,-4.737617362290466039e-01,-4.807671896653963328e-01,-4.737617362290461043e-01,-4.606997013529362528e-01,-5.180379826101444429e-01,-6.065429065305913969e-01,-3.341920920626227365e-01,-5.703129775083687347e-01,-4.121647875736440536e-01,-4.139591270355779118e-01,-2.877014998824726361e-02
-1.430869590464941554e-01,-3.244104943898340476e-01,-4.198141814932401239e-01,-2.973568739368431801e-01,-4.345641261693029000e-01,-3.652839900994954148e-01,-3.925260219345335089e-01,-3.362112597350946364e-01,-4.032757452526389841e-01,-3.254867803063253850e-01,-4.032757452526388176e-01,-3.362112597350794818e-01,-3.925260219345384494e-01,-3.652839900994973021e-01,-4.345641261693012902e-01,-2.973568739368602776e-01,-4.198141814932239146e-01,-3.244104943898405424e-01,-1.430869590464785013e-01
