0,0.21983,0.001706
1,0.11966,0.0017544
2,0.0754,0.0024709
3,0.062549,0.002248
4,0.040875,0.0025062
5,0.036722,0.0023694
6,0.024391,0.0025041
7,0.025956,0.0024095
8,0.012976,0.0024897
9,0.015151,0.00245
10,0.0096522,0.0024868
11,0.015982,0.0024352
12,0.0056323,0.0024825
13,0.015982,0.0024352
14,0.0096522,0.0024868
15,0.015151,0.00245
16,0.012976,0.0024897
17,0.025956,0.0024095
18,0.024391,0.0025041
19,0.036722,0.0023694
20,0.040875,0.0025062
21,0.062549,0.002248
22,0.0754,0.0024709
23,0.11966,0.0017544
