-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.061984238082984033e-01,-9.081416374499977628e-01,-9.081416374499980959e-01,-9.061984238082980703e-01,-9.081465089718724348e-01,-9.104206157673006006e-01,-9.104206157673006006e-01,-9.081465089718721018e-01,-9.081890914249129976e-01,-9.104758293581183271e-01,-9.104758293581183271e-01,-9.081890914249129976e-01,-9.081465089718721018e-01,-9.104206157673006006e-01,-9.104206157673007116e-01,-9.081465089718723238e-01,-9.061984238082980703e-01,-9.081416374499976518e-01,-9.081416374499975408e-01,-9.061984238082979592e-01
-7.954635750970855401e-01,-8.182206870510332353e-01,-8.182206870510350116e-01,-7.954635750970833197e-01,-8.182954127518109466e-01,-8.455698516135837783e-01,-8.455698516135830012e-01,-8.182954127518081711e-01,-8.191125889707087104e-01,-8.464373289784352661e-01,-8.464373289784350440e-01,-8.191125889707089325e-01,-8.182954127518083931e-01,-8.455698516135836673e-01,-8.455698516135827791e-01,-8.182954127518078380e-01,-7.954635750970824315e-01,-8.182206870510311258e-01,-8.182206870510304597e-01,-7.954635750970816543e-01
-8.524499247407274494e-01,-8.973670315287038957e-01,-8.973670315287061161e-01,-8.524499247407231195e-01,-8.973694160732688108e-01,-9.396154556335474251e-01,-9.396154556335453156e-01,-8.973694160732660352e-01,-8.986189948027332175e-01,-9.404374537834196968e-01,-9.404374537834191417e-01,-8.986189948027326624e-01,-8.973694160732663683e-01,-9.396154556335472030e-01,-9.396154556335456487e-01,-8.973694160732645919e-01,-8.524499247407194558e-01,-8.973670315286993437e-01,-8.973670315286980115e-01,-8.524499247407175684e-01
-9.692189744968724430e-01,-9.905466119759634980e-01,-9.905466119759643862e-01,-9.692189744968703335e-01,-9.905102762696487151e-01,-9.889585945341532458e-01,-9.889585945341543560e-01,-9.905102762696493812e-01,-9.890253343232161543e-01,-9.875051746001046737e-01,-9.875051746001046737e-01,-9.890253343232160432e-01,-9.905102762696492702e-01,-9.889585945341534678e-01,-9.889585945341539119e-01,-9.905102762696488261e-01,-9.692189744968658927e-01,-9.905466119759613886e-01,-9.905466119759612775e-01,-9.692189744968647824e-01
-9.701746117882754650e-01,-9.357025962720425527e-01,-9.357025962720405543e-01,-9.701746117882777964e-01,-9.360897335019813248e-01,-8.745245630290646721e-01,-8.745245630290701122e-01,-9.360897335019811027e-01,-9.364271801600100309e-01,-8.805386932779506459e-01,-8.805386932779506459e-01,-9.364271801600108081e-01,-9.360897335019808807e-01,-8.745245630290645611e-01,-8.745245630290667815e-01,-9.360897335019824350e-01,-9.701746117882789067e-01,-9.357025962720471046e-01,-9.357025962720485479e-01,-9.701746117882799059e-01
-8.665022197194409692e-01,-8.201723601984769463e-01,-8.201723601984739487e-01,-8.665022197194442999e-01,-8.206170431345058969e-01,-7.796924903776116800e-01,-7.796924903776161209e-01,-8.206170431345004568e-01,-8.348047562391921472e-01,-8.056944876884268858e-01,-8.056944876884251094e-01,-8.348047562391924803e-01,-8.206170431345007898e-01,-7.796924903776092375e-01,-7.796924903776085714e-01,-8.206170431345017890e-01,-8.665022197194525155e-01,-8.201723601984812762e-01,-8.201723601984823864e-01,-8.665022197194539588e-01
-7.851942862861183148e-01,-8.001149904939016677e-01,-8.001149904939020008e-01,-7.851942862861186478e-01,-7.988880285582038443e-01,-8.446894629087478013e-01,-8.446894629087478013e-01,-7.988880285581934082e-01,-8.230764753505991349e-01,-8.742230862455540041e-01,-8.742230862455514506e-01,-8.230764753505999121e-01,-7.988880285581945184e-01,-8.446894629087448036e-01,-8.446894629087398076e-01,-7.988880285581920759e-01,-7.851942862861251982e-01,-8.001149904938960056e-01,-8.001149904938955615e-01,-7.851942862861251982e-01
-7.935435951562431756e-01,-8.881064644808918107e-01,-8.881064644808982500e-01,-7.935435951562404000e-01,-8.838744321782928681e-01,-9.723881554060490595e-01,-9.723881554060478383e-01,-8.838744321782840974e-01,-8.990178509111397265e-01,-9.790457492959079300e-01,-9.790457492959072638e-01,-8.990178509111421690e-01,-8.838744321782835422e-01,-9.723881554060471721e-01,-9.723881554060440635e-01,-8.838744321782793234e-01,-7.935435951562347379e-01,-8.881064644808772668e-01,-8.881064644808756015e-01,-7.935435951562324064e-01
-8.462893369125764620e-01,-9.603335555916148181e-01,-9.603335555916231447e-01,-8.462893369125707999e-01,-9.556371366497944386e-01,-9.578258724684812764e-01,-9.578258724684856062e-01,-9.556371366497942166e-01,-9.448994809428009622e-01,-9.357810300399332926e-01,-9.357810300399344028e-01,-9.448994809428037378e-01,-9.556371366497935504e-01,-9.578258724684824976e-01,-9.578258724684894920e-01,-9.556371366497911080e-01,-8.462893369125532583e-01,-9.603335555916058253e-01,-9.603335555916049371e-01,-8.462893369125503717e-01
-8.738976528251423126e-01,-9.310370522060976706e-01,-9.310370522061018894e-01,-8.738976528251345410e-01,-9.333623548792766567e-01,-7.897641286088306067e-01,-7.897641286088419310e-01,-9.333623548792843172e-01,-9.033314525575064646e-01,-7.716220397325787017e-01,-7.716220397325785907e-01,-9.033314525575047993e-01,-9.333623548792856495e-01,-7.897641286088312729e-01,-7.897641286088479262e-01,-9.333623548792862046e-01,-8.738976528251156672e-01,-9.310370522061058862e-01,-9.310370522061067744e-01,-8.738976528251141129e-01
-8.595606985017163471e-01,-8.435301937859527310e-01,-8.435301937859508437e-01,-8.595606985017080204e-01,-8.573580787175225648e-01,-6.649412775470215919e-01,-6.649412775470345816e-01,-8.573580787175322238e-01,-8.358374715166037028e-01,-6.964211738349618264e-01,-6.964211738349566083e-01,-8.358374715165948210e-01,-8.573580787175358875e-01,-6.649412775470167070e-01,-6.649412775470330272e-01,-8.573580787175368867e-01,-8.595606985016988055e-01,-8.435301937859747134e-01,-8.435301937859758237e-01,-8.595606985016988055e-01
-8.246464996654472301e-01,-7.871341169466559151e-01,-7.871341169466520293e-01,-8.246464996654400137e-01,-8.034195007180745529e-01,-7.209726752498690772e-01,-7.209726752498761826e-01,-8.034195007180834347e-01,-8.167332943593741401e-01,-8.039621364712452589e-01,-8.039621364712370433e-01,-8.167332943593597072e-01,-8.034195007180844339e-01,-7.209726752498558655e-01,-7.209726752498625268e-01,-8.034195007180841008e-01,-8.246464996654415680e-01,-7.871341169466741228e-01,-7.871341169466744558e-01,-8.246464996654421231e-01
-7.838079642485654697e-01,-7.887802322640905528e-01,-7.887802322640919961e-01,-7.838079642485616949e-01,-7.895880910693993116e-01,-8.779559746414424826e-01,-8.779559746414444810e-01,-7.895880910694089705e-01,-8.344368081743858134e-01,-9.479729140301957901e-01,-9.479729140301913493e-01,-8.344368081743716026e-01,-7.895880910694029753e-01,-8.779559746414296040e-01,-8.779559746414284938e-01,-7.895880910694019761e-01,-7.838079642485671350e-01,-7.887802322640906638e-01,-7.887802322640899977e-01,-7.838079642485671350e-01
-7.251014392032464340e-01,-8.014116115757992098e-01,-8.014116115758100900e-01,-7.251014392032449907e-01,-7.764871374052668695e-01,-9.647816240745988869e-01,-9.647816240745994421e-01,-7.764871374052765285e-01,-8.225937255834712136e-01,-9.546919806940254993e-01,-9.546919806940312725e-01,-8.225937255834645523e-01,-7.764871374052648711e-01,-9.647816240745963334e-01,-9.647816240745963334e-01,-7.764871374052650932e-01,-7.251014392032499867e-01,-8.014116115757792258e-01,-8.014116115757783376e-01,-7.251014392032502087e-01
