0,0.256,0.512,0.768,1.024,1.28,1.536,1.792,2.048,2.304,2.56,2.816,3.072
0.97414,0.92623,0.8629,0.80159,0.55882,0.28704,0.30172,0.29839,0.26596,0.24576,0.19841,0.2803,0.47115
0.99138,0.95902,0.94355,0.7381,0.7549,0.86111,0.80172,0.75,0.84043,0.87288,0.83333,0.81061,0.77885
0.99138,0.95902,0.84677,0.72222,0.81373,0.56481,0.49138,0.44355,0.43617,0.38136,0.56349,0.47727,0.50962
0.93966,0.97541,0.87903,0.80159,0.65686,0.50926,0.73276,0.70161,0.69149,0.77119,0.59524,0.64394,0.68269
0.97414,0.94262,0.84677,0.72222,0.87255,0.71296,0.5431,0.49194,0.56383,0.5,0.57937,0.49242,0.56731
0.9569,0.94262,0.91129,0.80159,0.79412,0.5463,0.66379,0.70161,0.5,0.65254,0.64286,0.65909,0.68269
0.93966,0.97541,0.94355,0.7381,0.81373,0.73148,0.64655,0.57258,0.69149,0.63559,0.53175,0.64394,0.52885
0.9569,0.97541,0.8629,0.70635,0.71569,0.52778,0.61207,0.55645,0.5,0.55085,0.64286,0.55303,0.58654
0.9569,0.90984,0.91129,0.65873,0.73529,0.73148,0.68103,0.71774,0.67021,0.66949,0.7381,0.64394,0.70192
0.93966,0.92623,0.94355,0.7381,0.83333,0.4537,0.4569,0.34677,0.47872,0.4661,0.37302,0.47727,0.45192
0.99138,0.95902,0.91129,0.81746,0.89216,0.84259,0.92241,0.94355,0.8617,0.83898,0.86508,0.82576,0.83654
0.9569,0.94262,0.79839,0.7381,0.48039,0.17593,0.21552,0.26613,0.26596,0.22881,0.18254,0.2803,0.29808
0.019141,0.032719,0.043281,0.050012,0.069518,0.061432,0.060172,0.058016,0.064252,0.055883,0.050012,0.055184,0.06922
0.0086207,0.024223,0.028409,0.055262,0.060021,0.046575,0.052088,0.054842,0.052913,0.042896,0.046649,0.047996,0.057298
0.0086207,0.024223,0.045397,0.056318,0.054162,0.067456,0.065643,0.063087,0.072323,0.063203,0.062476,0.061481,0.069324
0.030318,0.018206,0.040952,0.050012,0.066407,0.068029,0.057964,0.058016,0.067246,0.054491,0.061822,0.058899,0.064446
0.019141,0.028864,0.045397,0.056318,0.04611,0.061432,0.065405,0.063492,0.072323,0.065094,0.062182,0.061539,0.068694
0.025456,0.028864,0.035484,0.050012,0.056319,0.067744,0.061965,0.058016,0.072932,0.061936,0.060325,0.058297,0.064446
0.030318,0.018206,0.028409,0.055262,0.054162,0.060155,0.062718,0.062816,0.067246,0.062612,0.062865,0.058899,0.06922
0.025456,0.018206,0.043281,0.057284,0.06302,0.067934,0.063953,0.063087,0.072932,0.064751,0.060325,0.061193,0.06827
0.025456,0.036041,0.035484,0.059681,0.061601,0.060155,0.061118,0.057053,0.068479,0.061172,0.055262,0.058899,0.063311
0.030318,0.032719,0.028409,0.055262,0.051766,0.067744,0.065405,0.060393,0.072865,0.064942,0.060895,0.061481,0.06901
0.0086207,0.024223,0.035484,0.048402,0.042734,0.049144,0.03435,0.028409,0.04975,0.047498,0.042644,0.046425,0.050862
0.025456,0.028864,0.050721,0.055262,0.069959,0.051459,0.053763,0.055997,0.064252,0.054491,0.048402,0.055184,0.063311
