-2.188220360238299703e-02,-6.815013451822508062e-01,-3.232317872342329590e-01,-4.954457945940903274e-01,-3.826007127853507939e-01,-4.069607264104911915e-01,-3.722823784823015014e-01,-3.624974746613452981e-01,-3.551600541947397272e-01,-3.481970488327270630e-01,-3.551600528984447669e-01,-3.624974783268704037e-01,-3.722823753358659449e-01,-4.069607278801059547e-01,-3.826007104279663951e-01,-4.954457968522614220e-01,-3.232317861978321050e-01,-6.815013454513372260e-01,-2.188220319626380667e-02
1.040557506349666303e-02,-6.871653915782905964e-01,-2.995256304718497686e-01,-4.937034017477047732e-01,-3.676312860951983508e-01,-3.988742645300888401e-01,-3.613277227195483832e-01,-3.514485972233711841e-01,-3.453280501092592658e-01,-3.363693956863638701e-01,-3.453280480816089404e-01,-3.514486010184363352e-01,-3.613277201086525503e-01,-3.988742652933406907e-01,-3.676312847422377184e-01,-4.937034025869694309e-01,-2.995256312008440780e-01,-6.871653907691687158e-01,1.040557432388583038e-02
4.290705555776931635e-02,-6.933619690146357595e-01,-2.749517019070682466e-01,-4.926687150430800743e-01,-3.522477322698635005e-01,-3.909626663040452477e-01,-3.505279385402677583e-01,-3.401020015269083929e-01,-3.359395751428447818e-01,-3.240819898893499418e-01,-3.359395756789832488e-01,-3.401019985817689273e-01,-3.505279429583676998e-01,-3.909626621473608621e-01,-3.522477359030087296e-01,-4.926687131061523450e-01,-2.749517025359361488e-01,-6.933619684352578805e-01,4.290705472085517419e-02
7.550503767141655831e-02,-7.000303864675423426e-01,-2.495909481221486315e-01,-4.923069324899919108e-01,-3.365329178642927355e-01,-3.831603686252832985e-01,-3.400305515155472302e-01,-3.283210168056376888e-01,-3.271976055208344891e-01,-3.111644309717659374e-01,-3.271976033016296137e-01,-3.283210215085181627e-01,-3.400305495322147875e-01,-3.831603670035533815e-01,-3.365329176194505889e-01,-4.923069337461933870e-01,-2.495909499191670267e-01,-7.000303836706829319e-01,7.550503472759780010e-02
1.080680422596644180e-01,-7.070938772041683862e-01,-2.235642372272582667e-01,-4.925468408423591682e-01,-3.206211877668168064e-01,-3.753560079433581609e-01,-3.300456015790092512e-01,-3.159132231677372338e-01,-3.193772458182542184e-01,-2.973852291779897627e-01,-3.193772434833917484e-01,-3.159132259674893306e-01,-3.300456008864770530e-01,-3.753560065689262593e-01,-3.206211877737327187e-01,-4.925468422111937139e-01,-2.235642376577096913e-01,-7.070938756437782358e-01,1.080680406716903186e-01
1.404491770085922187e-01,-7.144581007424513075e-01,-1.970411952611017259e-01,-4.932725017826244951e-01,-3.047138049043659480e-01,-3.673791786669490245e-01,-3.208643465935788197e-01,-3.026154186797989643e-01,-3.128457244263910253e-01,-2.824365184208242896e-01,-3.128457235038391016e-01,-3.026154199046197091e-01,-3.208643480964356032e-01,-3.673791760533076101e-01,-3.047138067904454073e-01,-4.932724998395972005e-01,-1.970411970524046374e-01,-7.144581009369641578e-01,1.404491769737777618e-01
1.724854906723556902e-01,-7.220101403779326521e-01,-1.702489730434937343e-01,-4.943152785608204147e-01,-2.890953691922698576e-01,-3.589869746853254773e-01,-3.128795029329025645e-01,-2.880784316098893294e-01,-3.080838308811590931e-01,-2.659185511679479363e-01,-3.080838282580392606e-01,-2.880784309479014205e-01,-3.128795065293091815e-01,-3.589869692187676598e-01,-2.890953790119027977e-01,-4.943152673010963172e-01,-1.702489845802981072e-01,-7.220101365080553446e-01,1.724854860514393462e-01
2.039984755282684137e-01,-7.296186082458150368e-01,-1.434790273173202346e-01,-4.954482104167379219e-01,-2.741484287422237820e-01,-3.498532384045766053e-01,-3.066035645776384877e-01,-2.718551275344417428e-01,-3.057050983124515176e-01,-2.473278289105593220e-01,-3.057050949438649967e-01,-2.718551250924263751e-01,-3.066035674993963234e-01,-3.498532328119308699e-01,-2.741484410932763516e-01,-4.954481985919342302e-01,-1.434790406285227082e-01,-7.296186008942616708e-01,2.039984679668954970e-01
2.347968411943448519e-01,-7.371359537212285318e-01,-1.170885570081286048e-01,-4.963859903257916706e-01,-2.603609689240595215e-01,-3.395656805356682684e-01,-3.026787185406698555e-01,-2.533979028736099703e-01,-3.064656268573718867e-01,-2.260554134498100609e-01,-3.064656253949339937e-01,-2.533979044346452159e-01,-3.026787160234902796e-01,-3.395656822452168822e-01,-2.603609683341802095e-01,-4.963859927263252758e-01,-1.170885552764826948e-01,-7.371359546230531468e-01,2.347968435997459524e-01
2.646831287920699549e-01,-7.444044705938601680e-01,-9.149152860846859747e-02,-4.967953428259241910e-01,-2.483182097961566803e-01,-3.276389193218645635e-01,-3.018673344824788218e-01,-2.320757429402930949e-01,-3.112523734410739262e-01,-2.014061296115034760e-01,-3.112523738748227409e-01,-2.320757465942053510e-01,-3.018673322185310148e-01,-3.276389213064360151e-01,-2.483182054681093709e-01,-4.967953457771159265e-01,-9.149152458181752934e-02,-7.444044752458359726e-01,2.646831339851786202e-01
