0.12017,0.10302,0.1423,0.12135,0.11024,0.066519,0.064773,0.16759,0.14576
0.12541,0.17318,0.093754,0.18751,0.12857,0.14839,0.11528,0.072387,0.18636
0.1203,0.12412,0.20823,0.088874,0.18064,0.086371,0.19037,0.1524,0.12056
0.18859,0.19504,0.13338,0.1347,0.15122,0.058757,0.11963,0.12051,0.15439
0.12403,0.11928,0.12508,0.19222,0.24029,0.15567,0.10289,0.12188,0.1551
0.08165,0.12464,0.10017,0.16465,0.10398,0.21331,0.1639,0.11859,0.16713
0.14531,0.13234,0.12791,0.1145,0.18035,0.14336,0.19547,0.14147,0.21577
0.077034,0.11516,0.12869,0.11797,0.20784,0.15641,0.16531,0.064021,0.26334
0.10822,0.10292,0.15036,0.11187,0.14532,0.12816,0.067021,0.04758,0.10838
0.14165,0.14887,0.15815,0.090309,0.15445,0.14728,0.18484,0.15679,0.12611
0.15309,0.17939,0.12559,0.12826,0.1462,0.12153,0.12877,0.10574,0.12497
0.088811,0.12066,0.15666,0.16374,0.13707,0.12991,0.044618,0.14052,0.20624
0.16279,0.13704,0.11193,0.15893,0.14662,0.2388,0.25606,0.14499,0.21186
0.15195,0.069977,0.11879,0.15095,0.14013,0.097968,0.11552,0.076222,0.17792
0.16913,0.15625,0.1557,0.10408,0.16381,0.16558,0.14772,0.16881,0.14648
0.10779,0.10536,0.11581,0.16573,0.15603,0.1493,0.14255,0.12742,0.22001
0.14162,0.13476,0.092886,0.078383,0.12323,0.13758,0.16822,0.15068,0.25968
0.19753,0.12278,0.14996,0.083067,0.21091,0.16898,0.14249,0.098729,0.19917
0.14862,0.11904,0.084313,0.14614,0.13239,0.14611,0.093125,0.16932,0.10946
0.099262,0.15349,0.129,0.13688,0.1297,0.16365,0.09371,0.2174,0.11788
0.11198,0.093503,0.17986,0.13161,0.14546,0.17589,0.13589,0.10002,0.10377
0.15441,0.12651,0.16137,0.10604,0.10282,0.20203,0.1522,0.14393,0.1965
0.10575,0.10841,0.12687,0.084307,0.12293,0.16735,0.17731,0.11242,0.40693
0.095195,0.17106,0.12348,0.13625,0.12924,0.10557,0.18814,0.1979,0.21861
0.13734,0.10682,0.1233,0.15223,0.14815,0.12726,0.16732,0.10292,0.12507
0.13054,0.16105,0.11377,0.090448,0.19428,0.12122,0.10709,0.15463,0.087961
0.13199,0.13385,0.13365,0.11436,0.10761,0.16743,0.17447,0.18573,0.30545
0.15031,0.12733,0.085432,0.13162,0.092725,0.17651,0.066489,0.15766,0.15822
0.060432,0.12989,0.11606,0.17271,0.1864,0.090733,0.067382,0.14155,0.1983
0.18133,0.10403,0.10448,0.13965,0.10761,0.20461,0.12727,0.16179,0.199
