-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.061036285904001675e-01,-9.065849010509509087e-01,-9.065901384279311248e-01,-9.065901384279311248e-01,-9.065849010509507977e-01,-9.061036285904002785e-01
-7.638926936678468449e-01,-7.744610710964776601e-01,-7.745023765757976797e-01,-7.745023765757975687e-01,-7.744610710964775491e-01,-7.638926936678467339e-01
-7.632639399664313817e-01,-7.900614124196780885e-01,-7.898668289645377483e-01,-7.898668289645381924e-01,-7.900614124196780885e-01,-7.632639399664313817e-01
-8.910925511632760143e-01,-9.205237020634992051e-01,-9.196176828133056924e-01,-9.196176828133061365e-01,-9.205237020634992051e-01,-8.910925511632761253e-01
-9.873622877609309345e-01,-9.934528714509290870e-01,-9.925992150473246234e-01,-9.925992150473247344e-01,-9.934528714509289760e-01,-9.873622877609308235e-01
-9.401430219227271401e-01,-9.101677036436437440e-01,-9.120129230538545073e-01,-9.120129230538540632e-01,-9.101677036436437440e-01,-9.401430219227271401e-01
-7.849852025796495436e-01,-7.432105224922285203e-01,-7.501570331441798078e-01,-7.501570331441790307e-01,-7.432105224922285203e-01,-7.849852025796498767e-01
-6.450608922228164843e-01,-6.436046556177179578e-01,-6.557215521233374922e-01,-6.557215521233370481e-01,-6.436046556177180689e-01,-6.450608922228171505e-01
-6.017218217920285994e-01,-6.719312864607163149e-01,-6.833821241288100534e-01,-6.833821241288104975e-01,-6.719312864607165370e-01,-6.017218217920295986e-01
-6.567334579880841350e-01,-7.916629421049155013e-01,-7.940487512588507713e-01,-7.940487512588517705e-01,-7.916629421049159454e-01,-6.567334579880852452e-01
-7.548499786366393849e-01,-9.113499381021297197e-01,-8.978587499756653934e-01,-8.978587499756666146e-01,-9.113499381021299417e-01,-7.548499786366403841e-01
-8.166024111492601323e-01,-9.304254493190543540e-01,-9.024683647564302191e-01,-9.024683647564308853e-01,-9.304254493190541320e-01,-8.166024111492604654e-01
-7.971088066850960940e-01,-8.271956959187439784e-01,-7.928785921062688757e-01,-7.928785921062686537e-01,-8.271956959187435343e-01,-7.971088066850957610e-01
-6.895637382764714385e-01,-6.339811451149162114e-01,-6.080104364588684307e-01,-6.080104364588676535e-01,-6.339811451149157673e-01,-6.895637382764703283e-01
-5.251442028215063118e-01,-4.308113433801593617e-01,-4.337632936270824358e-01,-4.337632936270808814e-01,-4.308113433801591396e-01,-5.251442028215049795e-01
-3.561379394430785883e-01,-3.057583313876219289e-01,-3.459352399166177872e-01,-3.459352399166160108e-01,-3.057583313876224285e-01,-3.561379394430777001e-01
-2.142657663438266580e-01,-2.870490411386592000e-01,-3.492750036304508310e-01,-3.492750036304490546e-01,-2.870490411386606988e-01,-2.142657663438260474e-01
-1.040828909624349485e-01,-3.575643515086212032e-01,-4.091101258490069670e-01,-4.091101258490056347e-01,-3.575643515086233681e-01,-1.040828909624349208e-01
-1.574663438436141316e-02,-4.853459144003766101e-01,-4.804333248713971716e-01,-4.804333248713964499e-01,-4.853459144003787751e-01,-1.574663438436157969e-02
7.481854516889185902e-02,-6.164908656940446541e-01,-4.996748850802027464e-01,-4.996748850802020803e-01,-6.164908656940464304e-01,7.481854516889224760e-02
1.972757631441816040e-01,-7.018502704868172515e-01,-4.181673826803612992e-01,-4.181673826803609106e-01,-7.018502704868181397e-01,1.972757631441827697e-01
3.626089259696841927e-01,-7.353204746405612724e-01,-2.463385724981045355e-01,-2.463385724981044522e-01,-7.353204746405617165e-01,3.626089259696859690e-01
5.486801346481590125e-01,-7.464956332591090593e-01,-5.539672803048642513e-02,-5.539672803048703575e-02,-7.464956332591090593e-01,5.486801346481606778e-01
7.087997749752035226e-01,-7.621514105686721940e-01,6.625479660962919903e-02,6.625479660962770023e-02,-7.621514105686721940e-01,7.087997749752044108e-01
7.959044145445918206e-01,-7.870888599095725580e-01,6.801882783772369989e-02,6.801882783772209007e-02,-7.870888599095722249e-01,7.959044145445912655e-01
7.920615502099652705e-01,-8.096062534515079401e-01,-2.064266097418640533e-02,-2.064266097418867435e-02,-8.096062534515077180e-01,7.920615502099639382e-01
7.269193769238397884e-01,-8.027084613372728050e-01,-9.943869502557960149e-02,-9.943869502558252971e-02,-8.027084613372723609e-01,7.269193769238382341e-01
6.625240611190075235e-01,-7.402491991642679015e-01,-8.248711188425220109e-02,-8.248711188425555951e-02,-7.402491991642669023e-01,6.625240611190069684e-01
6.465790174554243430e-01,-6.314077335482279896e-01,1.669897636916435613e-02,1.669897636916066463e-02,-6.314077335482259912e-01,6.465790174554246761e-01
6.735738366592987081e-01,-5.278261102993444531e-01,1.102877822423780352e-01,1.102877822423739690e-01,-5.278261102993418996e-01,6.735738366592987081e-01
6.921383887776925148e-01,-4.701829924669735927e-01,1.549765670148066377e-01,1.549765670148020025e-01,-4.701829924669703731e-01,6.921383887776914046e-01
6.585923205676080805e-01,-4.349440395496906309e-01,1.862147055373541693e-01,1.862147055373502558e-01,-4.349440395496875778e-01,6.585923205676058600e-01
5.916936949208806418e-01,-3.783717605044314425e-01,2.122207317955895622e-01,2.122207317955862038e-01,-3.783717605044277787e-01,5.916936949208784213e-01
5.607499789785508337e-01,-3.070281665395412363e-01,1.874829046969364865e-01,1.874829046969327395e-01,-3.070281665395375170e-01,5.607499789785491684e-01
6.086924930607702233e-01,-2.466872778841399660e-01,1.100432333739865126e-01,1.100432333739823215e-01,-2.466872778841365799e-01,6.086924930607686690e-01
7.139626582209286365e-01,-1.838445687816246121e-01,4.658940552714585515e-02,4.658940552714155997e-02,-1.838445687816218643e-01,7.139626582209278594e-01
8.277630977911542010e-01,-1.196675525463316292e-01,7.948539079448707634e-02,7.948539079448294076e-02,-1.196675525463287981e-01,8.277630977911544230e-01
9.102841062631539248e-01,-1.031848683414606366e-01,2.116892967064381847e-01,2.116892967064348818e-01,-1.031848683414575835e-01,9.102841062631545910e-01
9.260635806787468338e-01,-1.595217692575904567e-01,3.129063625199707821e-01,3.129063625199676180e-01,-1.595217692575872093e-01,9.260635806787468338e-01
8.756280787416272915e-01,-2.541620634602598239e-01,3.026916033694614372e-01,3.026916033694590502e-01,-2.541620634602574369e-01,8.756280787416266254e-01
8.331424463578234185e-01,-3.120386443412401789e-01,2.816895344874019158e-01,2.816895344874003060e-01,-3.120386443412386801e-01,8.331424463578224193e-01
8.250056686227554836e-01,-3.094610101360569798e-01,3.315956735600997241e-01,3.315956735600988359e-01,-3.094610101360560916e-01,8.250056686227544844e-01
8.226190783947773255e-01,-2.872620171267250000e-01,4.275303669661130734e-01,4.275303669661124073e-01,-2.872620171267247224e-01,8.226190783947771035e-01
8.356081952212992547e-01,-2.958952896513473707e-01,5.237542003488321329e-01,5.237542003488320219e-01,-2.958952896513474262e-01,8.356081952212999209e-01
8.712086922548373247e-01,-3.573643463474550086e-01,5.558684583664819101e-01,5.558684583664822432e-01,-3.573643463474553417e-01,8.712086922548381018e-01
