-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.061036430104555395e-01,-9.065849403012956609e-01,-9.065902718226455104e-01,-9.065907931165662070e-01,-9.065908861529672347e-01,-9.065909077607832156e-01,-9.065909077607832156e-01,-9.065908861529672347e-01,-9.065907931165660960e-01,-9.065902718226456214e-01,-9.065849403012954388e-01,-9.061036430104556505e-01
-7.638931597078476576e-01,-7.744622719148372969e-01,-7.745063008862215215e-01,-7.745198370923890296e-01,-7.745225251658025556e-01,-7.745231757624302382e-01,-7.745231757624300162e-01,-7.745225251658023335e-01,-7.745198370923889186e-01,-7.745063008862216325e-01,-7.744622719148370749e-01,-7.638931597078474356e-01
-7.632657291651177012e-01,-7.900656067148218442e-01,-7.898799536405197719e-01,-7.899235298955235018e-01,-7.899323219129879003e-01,-7.899345462548372776e-01,-7.899345462548367225e-01,-7.899323219129872342e-01,-7.899235298955231688e-01,-7.898799536405199939e-01,-7.900656067148217332e-01,-7.632657291651172571e-01
-8.910947592469845580e-01,-9.205282204294965576e-01,-9.196311826909618903e-01,-9.197007446262335240e-01,-9.197095492846008025e-01,-9.197118896531463195e-01,-9.197118896531458754e-01,-9.197095492846000253e-01,-9.197007446262329688e-01,-9.196311826909617793e-01,-9.205282204294962245e-01,-8.910947592469840028e-01
-9.873626813717218953e-01,-9.934525127227855634e-01,-9.925971631939721762e-01,-9.926166075197844219e-01,-9.926148688083020755e-01,-9.926146433897333754e-01,-9.926146433897334864e-01,-9.926148688083019644e-01,-9.926166075197844219e-01,-9.925971631939721762e-01,-9.934525127227855634e-01,-9.873626813717217843e-01
-9.401413809127062704e-01,-9.101633561529839378e-01,-9.120009436446030460e-01,-9.119345700097970520e-01,-9.119270585650799399e-01,-9.119249474694396396e-01,-9.119249474694398616e-01,-9.119270585650804950e-01,-9.119345700097976071e-01,-9.120009436446028239e-01,-9.101633561529837158e-01,-9.401413809127066035e-01
-7.849837423219001575e-01,-7.432088096045704750e-01,-7.501607880837043441e-01,-7.498980547549575215e-01,-7.499036881605811722e-01,-7.499032031903047901e-01,-7.499032031903055673e-01,-7.499036881605821714e-01,-7.498980547549582987e-01,-7.501607880837044551e-01,-7.432088096045703640e-01,-7.849837423219006016e-01
-6.450628241696578780e-01,-6.436122183440595723e-01,-6.557839441810725534e-01,-6.549592636819883129e-01,-6.550142936805616323e-01,-6.550182989896693453e-01,-6.550182989896696784e-01,-6.550142936805618543e-01,-6.549592636819888680e-01,-6.557839441810728864e-01,-6.436122183440589062e-01,-6.450628241696577669e-01
-6.017282221051386548e-01,-6.719449746983408023e-01,-6.835366235356601372e-01,-6.820072424753764739e-01,-6.821486144852922928e-01,-6.821538090780563390e-01,-6.821538090780562280e-01,-6.821486144852917377e-01,-6.820072424753765850e-01,-6.835366235356602482e-01,-6.719449746983390259e-01,-6.017282221051374336e-01
-6.567424435760094159e-01,-7.916685518513810749e-01,-7.943186165076769889e-01,-7.924825625169110710e-01,-7.927488568884103470e-01,-7.927441280630262987e-01,-7.927441280630257436e-01,-7.927488568884090148e-01,-7.924825625169109600e-01,-7.943186165076773220e-01,-7.916685518513790765e-01,-6.567424435760076395e-01
-7.548577289115272482e-01,-9.113313405933139988e-01,-8.981831719015165305e-01,-8.968069774176377074e-01,-8.971554739029831138e-01,-8.971282851572685013e-01,-8.971282851572677242e-01,-8.971554739029815595e-01,-8.968069774176372633e-01,-8.981831719015168636e-01,-9.113313405933127775e-01,-7.548577289115258049e-01
-8.166070686469425466e-01,-9.303839668390581075e-01,-9.027341219662239347e-01,-9.032170530767542616e-01,-9.035346715000681650e-01,-9.034853789976486915e-01,-9.034853789976482474e-01,-9.035346715000673878e-01,-9.032170530767540395e-01,-9.027341219662242677e-01,-9.303839668390583295e-01,-8.166070686469418805e-01
-7.971128789490471434e-01,-8.271401533452600319e-01,-7.928912124746370083e-01,-7.975780914114746212e-01,-7.976616179359432568e-01,-7.975947284086127853e-01,-7.975947284086131184e-01,-7.976616179359437009e-01,-7.975780914114746212e-01,-7.928912124746372303e-01,-8.271401533452621413e-01,-7.971128789490475874e-01
-6.895726487115045877e-01,-6.339488806922208841e-01,-6.072620556553611770e-01,-6.176547510726708712e-01,-6.169641883866938681e-01,-6.169119722254094995e-01,-6.169119722254106097e-01,-6.169641883866956444e-01,-6.176547510726708712e-01,-6.072620556553609550e-01,-6.339488806922237707e-01,-6.895726487115061420e-01
-5.251590294811421256e-01,-4.309513910782247770e-01,-4.314525195451407447e-01,-4.460324796751961585e-01,-4.436306437558329430e-01,-4.437358587842595847e-01,-4.437358587842610280e-01,-4.436306437558354410e-01,-4.460324796751963250e-01,-4.314525195451400230e-01,-4.309513910782277746e-01,-5.251590294811436799e-01
-3.561288145498828772e-01,-3.063804381065766691e-01,-3.415961427159051045e-01,-3.553724241317508525e-01,-3.504886628661393888e-01,-3.510652189710665172e-01,-3.510652189710677940e-01,-3.504886628661418868e-01,-3.553724241317510191e-01,-3.415961427159039387e-01,-3.063804381065789451e-01,-3.561288145498835434e-01
-2.141154870832870649e-01,-2.884961018570927349e-01,-3.436941694494406452e-01,-3.498261636852817436e-01,-3.428668785975870215e-01,-3.443314029128989318e-01,-3.443314029128998199e-01,-3.428668785975888533e-01,-3.498261636852819656e-01,-3.436941694494392019e-01,-2.884961018570936231e-01,-2.141154870832863988e-01
-1.035267386132411871e-01,-3.599293353817205610e-01,-4.045693348319953087e-01,-3.977436521384311030e-01,-3.908179280987121862e-01,-3.935045540191238755e-01,-3.935045540191240421e-01,-3.908179280987131299e-01,-3.977436521384318802e-01,-4.045693348319943095e-01,-3.599293353817203944e-01,-1.035267386132394662e-01
-1.439707280666678232e-02,-4.882511147317538658e-01,-4.796093164429569011e-01,-4.608946770506304746e-01,-4.570304221561708458e-01,-4.608882635587507881e-01,-4.608882635587501220e-01,-4.570304221561707347e-01,-4.608946770506316959e-01,-4.796093164429567901e-01,-4.882511147317530886e-01,-1.439707280666439188e-02
7.726614245724393315e-02,-6.193182863455504172e-01,-5.043249200763548767e-01,-4.848480543255924702e-01,-4.865506958561564010e-01,-4.908779457981488070e-01,-4.908779457981473637e-01,-4.865506958561549022e-01,-4.848480543255937469e-01,-5.043249200763556539e-01,-6.193182863455495291e-01,7.726614245724600094e-02
