1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.999999999999996669e-01,8.187492611597733116e-01,8.187492611597733116e-01,8.211476070835226349e-01,8.187492611597733116e-01,9.999999999999996669e-01,8.211476070835225238e-01,8.187492611597732006e-01,8.187492611597733116e-01,8.211476070835225238e-01,9.999999999999996669e-01,8.187492611597732006e-01,8.211476070835226349e-01,8.187492611597732006e-01,8.187492611597732006e-01,9.999999999999996669e-01
1.000000000000000222e+00,5.508715559264552031e-01,5.508715559264552031e-01,5.896771150121953298e-01,5.508715559264552031e-01,1.000000000000000222e+00,5.896771150121953298e-01,5.508715559264552031e-01,5.508715559264552031e-01,5.896771150121953298e-01,1.000000000000000222e+00,5.508715559264552031e-01,5.896771150121953298e-01,5.508715559264552031e-01,5.508715559264552031e-01,1.000000000000000222e+00
9.999999999999998890e-01,5.546984870091313802e-01,5.546984870091311581e-01,5.936744479317929146e-01,5.546984870091313802e-01,9.999999999999998890e-01,5.936744479317928036e-01,5.546984870091316022e-01,5.546984870091311581e-01,5.936744479317928036e-01,9.999999999999998890e-01,5.546984870091313802e-01,5.936744479317929146e-01,5.546984870091316022e-01,5.546984870091313802e-01,9.999999999999998890e-01
1.000000000000000000e+00,7.920561315459918594e-01,7.920561315459916374e-01,7.947688907282098869e-01,7.920561315459918594e-01,1.000000000000000000e+00,7.947688907282097759e-01,7.920561315459919705e-01,7.920561315459916374e-01,7.947688907282097759e-01,1.000000000000000000e+00,7.920561315459919705e-01,7.947688907282098869e-01,7.920561315459919705e-01,7.920561315459919705e-01,1.000000000000000000e+00
1.000000000000000444e+00,9.603712391076141275e-01,9.603712391076140165e-01,9.604962756450167172e-01,9.603712391076141275e-01,1.000000000000000444e+00,9.604962756450167172e-01,9.603712391076142385e-01,9.603712391076140165e-01,9.604962756450167172e-01,1.000000000000000444e+00,9.603712391076142385e-01,9.604962756450167172e-01,9.603712391076142385e-01,9.603712391076142385e-01,1.000000000000000444e+00
1.000000000000000444e+00,8.642762301158741778e-01,8.642762301158742888e-01,8.668555965646598249e-01,8.642762301158741778e-01,1.000000000000000444e+00,8.668555965646598249e-01,8.642762301158739557e-01,8.642762301158742888e-01,8.668555965646598249e-01,1.000000000000000444e+00,8.642762301158739557e-01,8.668555965646598249e-01,8.642762301158739557e-01,8.642762301158739557e-01,1.000000000000000444e+00
1.000000000000000222e+00,5.583617335624607714e-01,5.583617335624609934e-01,5.899346665935114586e-01,5.583617335624607714e-01,1.000000000000000222e+00,5.899346665935114586e-01,5.583617335624602163e-01,5.583617335624609934e-01,5.899346665935114586e-01,1.000000000000000222e+00,5.583617335624605493e-01,5.899346665935114586e-01,5.583617335624602163e-01,5.583617335624605493e-01,1.000000000000000222e+00
1.000000000000000666e+00,2.475405148946154543e-01,2.475405148946157874e-01,3.678345724128466721e-01,2.475405148946154543e-01,1.000000000000000666e+00,3.678345724128468941e-01,2.475405148946148159e-01,2.475405148946157874e-01,3.678345724128468941e-01,1.000000000000000666e+00,2.475405148946152045e-01,3.678345724128466721e-01,2.475405148946148159e-01,2.475405148946152045e-01,1.000000000000000666e+00
1.000000000000000666e+00,8.774813093395025798e-02,8.774813093395064656e-02,3.282494505468074308e-01,8.774813093395025798e-02,1.000000000000000666e+00,3.282494505468077639e-01,8.774813093394966124e-02,8.774813093395064656e-02,3.282494505468077639e-01,1.000000000000000666e+00,8.774813093395006369e-02,3.282494505468074308e-01,8.774813093394966124e-02,8.774813093395006369e-02,1.000000000000000666e+00
1.000000000000001110e+00,1.269022434258242626e-01,1.269022434258245680e-01,4.013147839415642792e-01,1.269022434258242626e-01,1.000000000000001110e+00,4.013147839415644458e-01,1.269022434258239573e-01,1.269022434258245680e-01,4.013147839415644458e-01,1.000000000000001110e+00,1.269022434258243182e-01,4.013147839415642792e-01,1.269022434258239573e-01,1.269022434258243182e-01,1.000000000000001110e+00
1.000000000000000666e+00,2.731290276518344995e-01,2.731290276518344995e-01,4.887494723031716726e-01,2.731290276518344995e-01,1.000000000000000666e+00,4.887494723031717281e-01,2.731290276518343885e-01,2.731290276518344995e-01,4.887494723031717281e-01,1.000000000000000666e+00,2.731290276518344440e-01,4.887494723031716726e-01,2.731290276518343885e-01,2.731290276518344440e-01,1.000000000000000666e+00
1.000000000000000888e+00,3.853255124590958536e-01,3.853255124590956315e-01,5.024706844254064331e-01,3.853255124590958536e-01,1.000000000000000888e+00,5.024706844254059890e-01,3.853255124590960756e-01,3.853255124590956315e-01,5.024706844254059890e-01,1.000000000000000888e+00,3.853255124590960201e-01,5.024706844254064331e-01,3.853255124590960756e-01,3.853255124590960201e-01,1.000000000000000888e+00
1.000000000000000888e+00,3.672560656689688452e-01,3.672560656689682901e-01,3.949542720966850995e-01,3.672560656689688452e-01,1.000000000000000888e+00,3.949542720966844334e-01,3.672560656689691783e-01,3.672560656689682901e-01,3.949542720966844334e-01,1.000000000000000888e+00,3.672560656689687342e-01,3.949542720966850995e-01,3.672560656689691783e-01,3.672560656689687342e-01,1.000000000000000888e+00
1.000000000000000888e+00,1.896038917465829310e-01,1.896038917465823204e-01,2.455963553544060485e-01,1.896038917465829310e-01,1.000000000000000888e+00,2.455963553544056599e-01,1.896038917465835416e-01,1.896038917465823204e-01,2.455963553544056599e-01,1.000000000000000888e+00,1.896038917465829310e-01,2.455963553544060485e-01,1.896038917465835416e-01,1.896038917465829310e-01,1.000000000000000888e+00
1.000000000000000888e+00,-9.976800263083568376e-02,-9.976800263083621112e-02,2.138149603978523605e-01,-9.976800263083568376e-02,1.000000000000000888e+00,2.138149603978524438e-01,-9.976800263083510090e-02,-9.976800263083621112e-02,2.138149603978524438e-01,1.000000000000000888e+00,-9.976800263083565601e-02,2.138149603978523605e-01,-9.976800263083510090e-02,-9.976800263083565601e-02,1.000000000000000888e+00
1.000000000000000888e+00,-4.043214264394953683e-01,-4.043214264394958679e-01,3.898891919670941508e-01,-4.043214264394953683e-01,1.000000000000000888e+00,3.898891919670943729e-01,-4.043214264394949797e-01,-4.043214264394958679e-01,3.898891919670943729e-01,1.000000000000000888e+00,-4.043214264394956459e-01,3.898891919670941508e-01,-4.043214264394949797e-01,-4.043214264394956459e-01,1.000000000000000888e+00
1.000000000000000666e+00,-6.625954800771973741e-01,-6.625954800771978181e-01,6.807564089548745478e-01,-6.625954800771973741e-01,1.000000000000000666e+00,6.807564089548745478e-01,-6.625954800771974851e-01,-6.625954800771978181e-01,6.807564089548745478e-01,1.000000000000000666e+00,-6.625954800771978181e-01,6.807564089548745478e-01,-6.625954800771974851e-01,-6.625954800771978181e-01,1.000000000000000666e+00
1.000000000000000888e+00,-8.530455976088513470e-01,-8.530455976088514580e-01,8.874680829293710715e-01,-8.530455976088513470e-01,1.000000000000000888e+00,8.874680829293709605e-01,-8.530455976088513470e-01,-8.530455976088514580e-01,8.874680829293709605e-01,1.000000000000000888e+00,-8.530455976088515690e-01,8.874680829293710715e-01,-8.530455976088513470e-01,-8.530455976088515690e-01,1.000000000000000888e+00
1.000000000000000000e+00,-9.255826626377130495e-01,-9.255826626377129385e-01,9.312482420246762649e-01,-9.255826626377130495e-01,1.000000000000000000e+00,9.312482420246762649e-01,-9.255826626377131605e-01,-9.255826626377129385e-01,9.312482420246762649e-01,1.000000000000000000e+00,-9.255826626377130495e-01,9.312482420246762649e-01,-9.255826626377131605e-01,-9.255826626377130495e-01,1.000000000000000000e+00
9.999999999999993339e-01,-8.345821960203458900e-01,-8.345821960203456680e-01,8.448978410927099336e-01,-8.345821960203458900e-01,9.999999999999993339e-01,8.448978410927099336e-01,-8.345821960203458900e-01,-8.345821960203456680e-01,8.448978410927099336e-01,9.999999999999993339e-01,-8.345821960203457790e-01,8.448978410927099336e-01,-8.345821960203458900e-01,-8.345821960203457790e-01,9.999999999999993339e-01
1.000000000000000000e+00,-6.527442867700179452e-01,-6.527442867700180562e-01,6.238567994276359441e-01,-6.527442867700179452e-01,1.000000000000000000e+00,6.238567994276363882e-01,-6.527442867700177231e-01,-6.527442867700180562e-01,6.238567994276363882e-01,1.000000000000000000e+00,-6.527442867700177231e-01,6.238567994276359441e-01,-6.527442867700177231e-01,-6.527442867700177231e-01,1.000000000000000000e+00
1.000000000000000888e+00,-5.025017023903161073e-01,-5.025017023903164404e-01,4.007828999716698815e-01,-5.025017023903161073e-01,1.000000000000000888e+00,4.007828999716700480e-01,-5.025017023903159963e-01,-5.025017023903164404e-01,4.007828999716700480e-01,1.000000000000000888e+00,-5.025017023903159963e-01,4.007828999716698815e-01,-5.025017023903159963e-01,-5.025017023903159963e-01,1.000000000000000888e+00
1.000000000000001332e+00,-4.483511788583281477e-01,-4.483511788583284807e-01,3.371132014326065907e-01,-4.483511788583281477e-01,1.000000000000001332e+00,3.371132014326067017e-01,-4.483511788583279811e-01,-4.483511788583284807e-01,3.371132014326067017e-01,1.000000000000001332e+00,-4.483511788583280366e-01,3.371132014326065907e-01,-4.483511788583279811e-01,-4.483511788583280366e-01,1.000000000000001332e+00
1.000000000000001554e+00,-5.347713224689154554e-01,-5.347713224689153444e-01,4.266878211799437493e-01,-5.347713224689154554e-01,1.000000000000001554e+00,4.266878211799435272e-01,-5.347713224689150113e-01,-5.347713224689153444e-01,4.266878211799435272e-01,1.000000000000001554e+00,-5.347713224689150113e-01,4.266878211799437493e-01,-5.347713224689150113e-01,-5.347713224689150113e-01,1.000000000000001554e+00
1.000000000000001998e+00,-7.035855615834951671e-01,-7.035855615834947230e-01,6.599914057393270195e-01,-7.035855615834951671e-01,1.000000000000001998e+00,6.599914057393269085e-01,-7.035855615834949450e-01,-7.035855615834947230e-01,6.599914057393269085e-01,1.000000000000001998e+00,-7.035855615834947230e-01,6.599914057393270195e-01,-7.035855615834949450e-01,-7.035855615834947230e-01,1.000000000000001998e+00
