-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.057940132898376628e-01,-9.062738267474554910e-01,-9.062785962211712398e-01,-9.062738267474556020e-01,-9.057940132898376628e-01
-7.573074028062354301e-01,-7.681180517080301584e-01,-7.681447278862365557e-01,-7.681180517080303805e-01,-7.573074028062354301e-01
-7.370339481375159929e-01,-7.666314679332542070e-01,-7.663243523054685813e-01,-7.666314679332544291e-01,-7.370339481375157709e-01
-8.466278652491373569e-01,-8.849892495900609779e-01,-8.836395120096918188e-01,-8.849892495900615330e-01,-8.466278652491371348e-01
-9.569377110063270742e-01,-9.792831141541968876e-01,-9.771490438892810326e-01,-9.792831141541972206e-01,-9.569377110063268521e-01
-9.536830570525485218e-01,-9.365129639115352678e-01,-9.362449379095254542e-01,-9.365129639115351567e-01,-9.536830570525486328e-01
-8.250625302669121197e-01,-7.739721852053460527e-01,-7.789947150594985770e-01,-7.739721852053454976e-01,-8.250625302669127858e-01
-6.361353772347753122e-01,-5.927579187460286780e-01,-6.076009290718465961e-01,-5.927579187460280119e-01,-6.361353772347757562e-01
-4.673749344030541097e-01,-4.925522517991787752e-01,-5.162726153404131324e-01,-4.925522517991784976e-01,-4.673749344030546649e-01
-3.526812997171003827e-01,-4.912914025006632768e-01,-5.137066818441889948e-01,-4.912914025006633878e-01,-3.526812997171007713e-01
-2.919303403365917648e-01,-5.705966939456696974e-01,-5.731107341484336093e-01,-5.705966939456700304e-01,-2.919303403365918204e-01
-2.578610997534875326e-01,-6.811357475247190596e-01,-6.359966098050384709e-01,-6.811357475247195037e-01,-2.578610997534871996e-01
-1.983341535389996357e-01,-7.473248714553044625e-01,-6.198642171861514782e-01,-7.473248714553046845e-01,-1.983341535389989974e-01
-7.185863072273734886e-02,-7.356496954991501580e-01,-4.826405681950196036e-01,-7.356496954991504911e-01,-7.185863072273640517e-02
1.246762808876622497e-01,-6.721295417465269484e-01,-2.420924287823230658e-01,-6.721295417465271704e-01,1.246762808876632905e-01
3.538506151930982391e-01,-6.087247295150745030e-01,4.164345735323585207e-02,-6.087247295150746140e-01,3.538506151930993493e-01
5.504962064462743943e-01,-5.915865258227466228e-01,2.874674709077311707e-01,-5.915865258227468448e-01,5.504962064462750604e-01
6.527792527514229004e-01,-6.308958320552712218e-01,4.302493707883822682e-01,-6.308958320552715549e-01,6.527792527514232335e-01
6.441252070347022185e-01,-6.762911785253488128e-01,4.601168697943300301e-01,-6.762911785253492569e-01,6.441252070347022185e-01
5.714896198315095877e-01,-6.604685001495670393e-01,4.240044797745792793e-01,-6.604685001495671504e-01,5.714896198315092546e-01
5.140020617878349185e-01,-5.770973910986130218e-01,3.872321817677575884e-01,-5.770973910986131328e-01,5.140020617878346965e-01
5.143279512428513556e-01,-4.765590444780090640e-01,3.707266836350278649e-01,-4.765590444780092305e-01,5.143279512428517997e-01
5.405847732894886182e-01,-3.826421282281711189e-01,3.326454530582293456e-01,-3.826421282281713965e-01,5.405847732894889512e-01
5.555215801970183609e-01,-2.821985985418177245e-01,2.635310854619959953e-01,-2.821985985418181686e-01,5.555215801970184719e-01
6.072151082929453381e-01,-2.030179064716602921e-01,2.367701353493257832e-01,-2.030179064716604032e-01,6.072151082929454491e-01
7.414939137036257177e-01,-1.915850865459802210e-01,2.612949078956333659e-01,-1.915850865459801378e-01,7.414939137036260508e-01
8.587478266075663225e-01,-2.464639628758463208e-01,2.700790680362789020e-01,-2.464639628758459600e-01,8.587478266075662114e-01
8.820539659311997793e-01,-3.416352356024907055e-01,3.582632396360825311e-01,-3.416352356024901504e-01,8.820539659311997793e-01
9.115551078903573190e-01,-4.524490781802961714e-01,5.751676464043345982e-01,-4.524490781802957828e-01,9.115551078903574300e-01
9.169116177299101444e-01,-5.533875819461404610e-01,6.821994714005216176e-01,-5.533875819461404610e-01,9.169116177299103665e-01
8.379924282149538994e-01,-5.988506569310741989e-01,6.632860945980848522e-01,-5.988506569310741989e-01,8.379924282149540105e-01
8.590618434787170576e-01,-5.671892699026684914e-01,6.701476978889969738e-01,-5.671892699026689355e-01,8.590618434787173907e-01
8.786554769304661949e-01,-4.704936735348843602e-01,6.810690605919171858e-01,-4.704936735348846932e-01,8.786554769304664170e-01
8.389730537780712982e-01,-2.980529304141295022e-01,7.049281038423115264e-01,-2.980529304141293911e-01,8.389730537780714092e-01
9.095714805217708365e-01,-4.407768242542494525e-02,5.932443764806226705e-01,-4.407768242542386278e-02,9.095714805217711696e-01
8.965025045500299994e-01,2.677466742489676421e-01,4.427995439804291444e-01,2.677466742489690299e-01,8.965025045500303325e-01
8.730094700886904535e-01,5.254307999376014449e-01,3.636108628324846714e-01,5.254307999376023330e-01,8.730094700886906756e-01
8.440521621313223921e-01,6.823331663202423236e-01,2.640199164041274194e-01,6.823331663202424346e-01,8.440521621313229472e-01
8.704585473582291399e-01,7.838161369563346748e-01,1.952193758429107417e-01,7.838161369563335645e-01,8.704585473582294730e-01
9.121564611445102111e-01,6.962287494730268200e-01,1.946483938296396099e-01,6.962287494730237114e-01,9.121564611445104331e-01
8.601203371508648887e-01,4.484997399956943132e-01,3.946646470237799575e-01,4.484997399956904829e-01,8.601203371508653328e-01
8.874434840397252833e-01,2.764277572812818828e-01,6.360191352229184192e-01,2.764277572812791628e-01,8.874434840397260604e-01
8.934857442960342233e-01,2.099240697517589793e-01,7.068001676572753800e-01,2.099240697517585352e-01,8.934857442960343343e-01
8.769128772935801397e-01,2.434111686879519842e-01,7.138230475721556445e-01,2.434111686879537328e-01,8.769128772935804728e-01
8.619668287472893597e-01,4.240512041949096034e-01,5.219407988903487228e-01,4.240512041949124344e-01,8.619668287472895818e-01
9.077910647183575765e-01,6.942496514227612936e-01,1.899026720896392073e-01,6.942496514227636251e-01,9.077910647183577986e-01
8.729147516356885461e-01,8.374356026537809194e-01,-2.473277732329402095e-02,8.374356026537820297e-01,8.729147516356886571e-01
8.525522254459263483e-01,8.169610976654751999e-01,-7.636123738056772858e-02,8.169610976654739787e-01,8.525522254459267923e-01
8.811318165303932970e-01,7.502022476865477518e-01,2.350043775119845663e-02,7.502022476865458644e-01,8.811318165303935190e-01
8.994535134640433416e-01,5.480061146704143793e-01,2.543565269743889856e-01,5.480061146704136021e-01,8.994535134640437857e-01
