1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000666e+00,8.187890414093429436e-01,8.214457671409416406e-01,8.214617997344801914e-01,8.214593380440342596e-01,8.210236434699429431e-01,8.187890414093429436e-01,1.000000000000000666e+00,8.192314405888854179e-01,8.218820553744023982e-01,8.218933670797551327e-01,8.214593380440344816e-01,8.214457671409416406e-01,8.192314405888854179e-01,1.000000000000000666e+00,8.192361046305421945e-01,8.218820553744022872e-01,8.214617997344803024e-01,8.214617997344801914e-01,8.218820553744023982e-01,8.192361046305421945e-01,1.000000000000000666e+00,8.192314405888853068e-01,8.214457671409418626e-01,8.214593380440342596e-01,8.218933670797551327e-01,8.218820553744022872e-01,8.192314405888853068e-01,1.000000000000000666e+00,8.187890414093430547e-01,8.210236434699429431e-01,8.214593380440344816e-01,8.214617997344803024e-01,8.214457671409418626e-01,8.187890414093430547e-01,1.000000000000000666e+00
1.000000000000000444e+00,5.499923122340528714e-01,5.931603627995283290e-01,5.915817186718620446e-01,5.915978970142384830e-01,5.835296228945632269e-01,5.499923122340528714e-01,1.000000000000000444e+00,5.598073164630105181e-01,6.012813227743311062e-01,5.997377737872354730e-01,5.915978970142387050e-01,5.931603627995283290e-01,5.598073164630105181e-01,1.000000000000000444e+00,5.598424194698481404e-01,6.012813227743311062e-01,5.915817186718621556e-01,5.915817186718620446e-01,6.012813227743311062e-01,5.598424194698481404e-01,1.000000000000000444e+00,5.598073164630106291e-01,5.931603627995284400e-01,5.915978970142384830e-01,5.997377737872354730e-01,6.012813227743311062e-01,5.598073164630106291e-01,1.000000000000000444e+00,5.499923122340529824e-01,5.835296228945632269e-01,5.915978970142387050e-01,5.915817186718621556e-01,5.931603627995284400e-01,5.499923122340529824e-01,1.000000000000000444e+00
9.999999999999997780e-01,5.644568004081862433e-01,6.078005352407197526e-01,6.026087023753713412e-01,6.030211420182489679e-01,5.825679032791255541e-01,5.644568004081862433e-01,9.999999999999997780e-01,5.900864182383168677e-01,6.284541782540686850e-01,6.239637651101664906e-01,6.030211420182489679e-01,6.078005352407197526e-01,5.900864182383168677e-01,9.999999999999997780e-01,5.899422863518635207e-01,6.284541782540684629e-01,6.026087023753712302e-01,6.026087023753713412e-01,6.284541782540686850e-01,5.899422863518635207e-01,9.999999999999997780e-01,5.900864182383172007e-01,6.078005352407201967e-01,6.030211420182489679e-01,6.239637651101664906e-01,6.284541782540684629e-01,5.900864182383172007e-01,9.999999999999997780e-01,5.644568004081863544e-01,5.825679032791255541e-01,6.030211420182489679e-01,6.026087023753712302e-01,6.078005352407201967e-01,5.644568004081863544e-01,9.999999999999997780e-01
1.000000000000000222e+00,8.188203760953550736e-01,8.215648183615386069e-01,8.191851467398753028e-01,8.202864666954176043e-01,7.940429837409654912e-01,8.188203760953550736e-01,1.000000000000000222e+00,8.463806765617889472e-01,8.482504958239367454e-01,8.471528646165813470e-01,8.202864666954178263e-01,8.215648183615386069e-01,8.463806765617889472e-01,1.000000000000000222e+00,8.455088658335201401e-01,8.482504958239365234e-01,8.191851467398750808e-01,8.191851467398753028e-01,8.482504958239367454e-01,8.455088658335201401e-01,1.000000000000000222e+00,8.463806765617892802e-01,8.215648183615391620e-01,8.202864666954176043e-01,8.471528646165813470e-01,8.482504958239365234e-01,8.463806765617892802e-01,1.000000000000000222e+00,8.188203760953552957e-01,7.940429837409654912e-01,8.202864666954178263e-01,8.191851467398750808e-01,8.215648183615391620e-01,8.188203760953552957e-01,1.000000000000000222e+00
1.000000000000001332e+00,9.810039577676804567e-01,9.800367615243232855e-01,9.800914347837216267e-01,9.809002130517545659e-01,9.748837785148861679e-01,9.810039577676804567e-01,1.000000000000001332e+00,9.864102369641668533e-01,9.862185357543319375e-01,9.869791577624155154e-01,9.809002130517545659e-01,9.800367615243232855e-01,9.864102369641668533e-01,1.000000000000001332e+00,9.855619130210260259e-01,9.862185357543318265e-01,9.800914347837214047e-01,9.800914347837216267e-01,9.862185357543319375e-01,9.855619130210260259e-01,1.000000000000001332e+00,9.864102369641669643e-01,9.800367615243233965e-01,9.809002130517545659e-01,9.869791577624155154e-01,9.862185357543318265e-01,9.864102369641669643e-01,1.000000000000001332e+00,9.810039577676801237e-01,9.748837785148861679e-01,9.809002130517545659e-01,9.800914347837214047e-01,9.800367615243233965e-01,9.810039577676801237e-01,1.000000000000001332e+00
1.000000000000001110e+00,8.524175903838882018e-01,8.580801356547302916e-01,8.571386098314615065e-01,8.557133199235444909e-01,8.838673588610963527e-01,8.524175903838882018e-01,1.000000000000001110e+00,8.251514753408712988e-01,8.304501739732805810e-01,8.280985759051182615e-01,8.557133199235444909e-01,8.580801356547302916e-01,8.251514753408712988e-01,1.000000000000001110e+00,8.269039189606207652e-01,8.304501739732811361e-01,8.571386098314620616e-01,8.571386098314615065e-01,8.304501739732805810e-01,8.269039189606207652e-01,1.000000000000001110e+00,8.251514753408711877e-01,8.580801356547299585e-01,8.557133199235444909e-01,8.280985759051182615e-01,8.304501739732811361e-01,8.251514753408711877e-01,1.000000000000001110e+00,8.524175903838884238e-01,8.838673588610963527e-01,8.557133199235444909e-01,8.571386098314620616e-01,8.580801356547299585e-01,8.524175903838884238e-01,1.000000000000001110e+00
1.000000000000001554e+00,5.497978991606173871e-01,5.854217165995427852e-01,5.889678255805114171e-01,5.835500115456562220e-01,6.161838759584793435e-01,5.497978991606173871e-01,1.000000000000001554e+00,5.162492726706384705e-01,5.539838089967960011e-01,5.525482854922513232e-01,5.835500115456564441e-01,5.854217165995427852e-01,5.162492726706384705e-01,1.000000000000001554e+00,5.226367096157764625e-01,5.539838089967966672e-01,5.889678255805121943e-01,5.889678255805114171e-01,5.539838089967960011e-01,5.226367096157764625e-01,1.000000000000001554e+00,5.162492726706375823e-01,5.854217165995423411e-01,5.835500115456562220e-01,5.525482854922513232e-01,5.539838089967966672e-01,5.162492726706375823e-01,1.000000000000001554e+00,5.497978991606176091e-01,6.161838759584793435e-01,5.835500115456564441e-01,5.889678255805121943e-01,5.854217165995423411e-01,5.497978991606176091e-01,1.000000000000001554e+00
1.000000000000000888e+00,3.122392389755039854e-01,4.286022126395688248e-01,4.249681537208689908e-01,4.150516957852666833e-01,4.160619241354313602e-01,3.122392389755039854e-01,1.000000000000000888e+00,3.203951517720430853e-01,4.282769881081587293e-01,4.161196900256325382e-01,4.150516957852671274e-01,4.286022126395688248e-01,3.203951517720430853e-01,1.000000000000000888e+00,3.318659122330855360e-01,4.282769881081589514e-01,4.249681537208695459e-01,4.249681537208689908e-01,4.282769881081587293e-01,3.318659122330855360e-01,1.000000000000000888e+00,3.203951517720428077e-01,4.286022126395690468e-01,4.150516957852666833e-01,4.161196900256325382e-01,4.282769881081589514e-01,3.203951517720428077e-01,1.000000000000000888e+00,3.122392389755045405e-01,4.160619241354313602e-01,4.150516957852671274e-01,4.249681537208695459e-01,4.286022126395690468e-01,3.122392389755045405e-01,1.000000000000000888e+00
1.000000000000001110e+00,2.986699168104978153e-01,4.383732552766653190e-01,4.110305328685652793e-01,4.037024801461690515e-01,3.621060366583553347e-01,2.986699168104978153e-01,1.000000000000001110e+00,3.765311551862275952e-01,4.826626772156518697e-01,4.514742506929102506e-01,4.037024801461696066e-01,4.383732552766653190e-01,3.765311551862275952e-01,1.000000000000001110e+00,3.877195163979066383e-01,4.826626772156516476e-01,4.110305328685656678e-01,4.110305328685652793e-01,4.826626772156518697e-01,3.877195163979066383e-01,1.000000000000001110e+00,3.765311551862282613e-01,4.383732552766665957e-01,4.037024801461690515e-01,4.514742506929102506e-01,4.826626772156516476e-01,3.765311551862282613e-01,1.000000000000001110e+00,2.986699168104989810e-01,3.621060366583553347e-01,4.037024801461696066e-01,4.110305328685656678e-01,4.383732552766665957e-01,2.986699168104989810e-01,1.000000000000001110e+00
