1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.999999999999997780e-01,8.182321305360615860e-01,8.208829984975758443e-01,8.208946092622774193e-01,8.204622676470287868e-01,8.182321305360615860e-01,9.999999999999997780e-01,8.186723900537151710e-01,8.213134904879951792e-01,8.208946092622774193e-01,8.208829984975758443e-01,8.186723900537151710e-01,9.999999999999997780e-01,8.186723900537152820e-01,8.208829984975757332e-01,8.208946092622774193e-01,8.213134904879951792e-01,8.186723900537152820e-01,9.999999999999997780e-01,8.182321305360614749e-01,8.204622676470287868e-01,8.208946092622774193e-01,8.208829984975757332e-01,8.182321305360614749e-01,9.999999999999997780e-01
1.000000000000000444e+00,5.383324479940552187e-01,5.833310599843997135e-01,5.816438970489541394e-01,5.735067557569244467e-01,5.383324479940552187e-01,1.000000000000000444e+00,5.482976825098391238e-01,5.915476052247151673e-01,5.816438970489540283e-01,5.833310599843997135e-01,5.482976825098391238e-01,1.000000000000000444e+00,5.482976825098393459e-01,5.833310599843996025e-01,5.816438970489541394e-01,5.915476052247151673e-01,5.482976825098393459e-01,1.000000000000000444e+00,5.383324479940553298e-01,5.735067557569244467e-01,5.816438970489540283e-01,5.833310599843996025e-01,5.383324479940553298e-01,1.000000000000000444e+00
1.000000000000000888e+00,5.160785118724819931e-01,5.709622930297737486e-01,5.646919383678690174e-01,5.432153971336767251e-01,5.160785118724819931e-01,1.000000000000000888e+00,5.441585743041159606e-01,5.932330178298801382e-01,5.646919383678686843e-01,5.709622930297737486e-01,5.441585743041159606e-01,1.000000000000000888e+00,5.441585743041161827e-01,5.709622930297736376e-01,5.646919383678690174e-01,5.932330178298801382e-01,5.441585743041161827e-01,1.000000000000000888e+00,5.160785118724821041e-01,5.432153971336767251e-01,5.646919383678686843e-01,5.709622930297736376e-01,5.160785118724821041e-01,1.000000000000000888e+00
1.000000000000000666e+00,7.425921478331115599e-01,7.520009177302626746e-01,7.487384399389491740e-01,7.168145713993264723e-01,7.425921478331115599e-01,1.000000000000000666e+00,7.780963394755829876e-01,7.863914420946076511e-01,7.487384399389482859e-01,7.520009177302626746e-01,7.780963394755829876e-01,1.000000000000000666e+00,7.780963394755834317e-01,7.520009177302623415e-01,7.487384399389491740e-01,7.863914420946076511e-01,7.780963394755834317e-01,1.000000000000000666e+00,7.425921478331116710e-01,7.168145713993264723e-01,7.487384399389482859e-01,7.520009177302623415e-01,7.425921478331116710e-01,1.000000000000000666e+00
1.000000000000000666e+00,9.363763931193445078e-01,9.344880250515678055e-01,9.370849380029190323e-01,9.157680227352527069e-01,9.363763931193445078e-01,1.000000000000000666e+00,9.565228474601168429e-01,9.586306192141430538e-01,9.370849380029185882e-01,9.344880250515678055e-01,9.565228474601168429e-01,1.000000000000000666e+00,9.565228474601170650e-01,9.344880250515678055e-01,9.370849380029190323e-01,9.586306192141430538e-01,9.565228474601170650e-01,1.000000000000000666e+00,9.363763931193446188e-01,9.157680227352527069e-01,9.370849380029185882e-01,9.344880250515678055e-01,9.363763931193446188e-01,1.000000000000000666e+00
1.000000000000000888e+00,8.918620160918142581e-01,8.947983342540475338e-01,8.930507120033767121e-01,9.094948137232762297e-01,8.918620160918142581e-01,1.000000000000000888e+00,8.748304828432700297e-01,8.790424939840071339e-01,8.930507120033770452e-01,8.947983342540475338e-01,8.748304828432700297e-01,1.000000000000000888e+00,8.748304828432699187e-01,8.947983342540478668e-01,8.930507120033767121e-01,8.790424939840071339e-01,8.748304828432699187e-01,1.000000000000000888e+00,8.918620160918140360e-01,9.094948137232762297e-01,8.930507120033770452e-01,8.947983342540478668e-01,8.918620160918140360e-01,1.000000000000000888e+00
1.000000000000000666e+00,6.152230587693194863e-01,6.446262056298776022e-01,6.372493501907715574e-01,6.808893468565078155e-01,6.152230587693194863e-01,1.000000000000000666e+00,5.721700260423147055e-01,5.998750292123331551e-01,6.372493501907725566e-01,6.446262056298776022e-01,5.721700260423147055e-01,1.000000000000000666e+00,5.721700260423142614e-01,6.446262056298780463e-01,6.372493501907715574e-01,5.998750292123331551e-01,5.721700260423142614e-01,1.000000000000000666e+00,6.152230587693194863e-01,6.808893468565078155e-01,6.372493501907725566e-01,6.446262056298780463e-01,6.152230587693194863e-01,1.000000000000000666e+00
1.000000000000001332e+00,2.729783001513566010e-01,3.900703767262400645e-01,3.764271222583948640e-01,4.052981710435711871e-01,2.729783001513566010e-01,1.000000000000001332e+00,2.428803239684892978e-01,3.556102264381414413e-01,3.764271222583956966e-01,3.900703767262400645e-01,2.428803239684892978e-01,1.000000000000001332e+00,2.428803239684887982e-01,3.900703767262403421e-01,3.764271222583948640e-01,3.556102264381414413e-01,2.428803239684887982e-01,1.000000000000001332e+00,2.729783001513564900e-01,4.052981710435711871e-01,3.764271222583956966e-01,3.900703767262403421e-01,2.729783001513564900e-01,1.000000000000001332e+00
1.000000000000001332e+00,6.528973105601187932e-03,2.783274423069601045e-01,2.293663516455632101e-01,2.188596752489125608e-01,6.528973105601187932e-03,1.000000000000001332e+00,4.668143035897093229e-02,2.805727510797573210e-01,2.293663516455639040e-01,2.783274423069601045e-01,4.668143035897093229e-02,1.000000000000001332e+00,4.668143035897062698e-02,2.783274423069601600e-01,2.293663516455632101e-01,2.805727510797573210e-01,4.668143035897062698e-02,1.000000000000001332e+00,6.528973105601364874e-03,2.188596752489125608e-01,2.293663516455639040e-01,2.783274423069601600e-01,6.528973105601364874e-03,1.000000000000001332e+00
