-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.052684904457783954e-01,-9.057873989152700478e-01,-9.052684904457782844e-01,-9.057873989152697147e-01,-9.063521668973849588e-01,-9.057873989152700478e-01,-9.052684904457783954e-01,-9.057873989152699368e-01,-9.052684904457783954e-01
-7.477267921530412753e-01,-7.601576441492319258e-01,-7.477267921530412753e-01,-7.601576441492315928e-01,-7.733385675611476051e-01,-7.601576441492317038e-01,-7.477267921530412753e-01,-7.601576441492314817e-01,-7.477267921530412753e-01
-6.845706176123578235e-01,-7.257392666140949355e-01,-6.845706176123582676e-01,-7.257392666140942694e-01,-7.669840331548183343e-01,-7.257392666140939363e-01,-6.845706176123580455e-01,-7.257392666140937143e-01,-6.845706176123581566e-01
-7.180117744224923104e-01,-7.919769927769234608e-01,-7.180117744224927545e-01,-7.919769927769227946e-01,-8.587416265122304049e-01,-7.919769927769221285e-01,-7.180117744224928655e-01,-7.919769927769220175e-01,-7.180117744224926435e-01
-7.720812150928841877e-01,-8.732710642130392387e-01,-7.720812150928850759e-01,-8.732710642130390166e-01,-9.439520029715752214e-01,-8.732710642130383505e-01,-7.720812150928851869e-01,-8.732710642130385725e-01,-7.720812150928849649e-01
-7.412699688115605978e-01,-8.545117250176645918e-01,-7.412699688115618191e-01,-8.545117250176650359e-01,-8.963853457533914604e-01,-8.545117250176648138e-01,-7.412699688115618191e-01,-8.545117250176649248e-01,-7.412699688115618191e-01
-5.793773336609715496e-01,-7.119583483813565206e-01,-5.793773336609727709e-01,-7.119583483813574087e-01,-7.172949130074529611e-01,-7.119583483813576308e-01,-5.793773336609729929e-01,-7.119583483813580749e-01,-5.793773336609728819e-01
-3.204981479498653085e-01,-5.153049788085111160e-01,-3.204981479498661967e-01,-5.153049788085122263e-01,-5.028064836389484205e-01,-5.153049788085126703e-01,-3.204981479498663077e-01,-5.153049788085130034e-01,-3.204981479498661412e-01
-5.518687862294686941e-02,-3.673885043466756928e-01,-5.518687862294727881e-02,-3.673885043466766365e-01,-3.604868195966557387e-01,-3.673885043466770250e-01,-5.518687862294716084e-02,-3.673885043466773026e-01,-5.518687862294681390e-02
1.179368486566538532e-01,-3.272609537622684917e-01,1.179368486566538810e-01,-3.272609537622691023e-01,-3.186715428325255783e-01,-3.272609537622692133e-01,1.179368486566542973e-01,-3.272609537622694909e-01,1.179368486566546304e-01
1.591039277712435196e-01,-3.548343161739863638e-01,1.591039277712436029e-01,-3.548343161739866969e-01,-3.109275157464379546e-01,-3.548343161739865859e-01,1.591039277712441302e-01,-3.548343161739869744e-01,1.591039277712442135e-01
1.138231122350902846e-01,-3.856858643929370611e-01,1.138231122350901875e-01,-3.856858643929371722e-01,-2.840882370100076271e-01,-3.856858643929371167e-01,1.138231122350905067e-01,-3.856858643929376163e-01,1.138231122350904789e-01
1.050612190482253516e-01,-3.886146913532255720e-01,1.050612190482252961e-01,-3.886146913532256830e-01,-2.258817355181653996e-01,-3.886146913532255720e-01,1.050612190482251018e-01,-3.886146913532259051e-01,1.050612190482252128e-01
2.161165287522856526e-01,-3.359534860773766285e-01,2.161165287522857636e-01,-3.359534860773766285e-01,-1.377344242232185767e-01,-3.359534860773765175e-01,2.161165287522854306e-01,-3.359534860773766840e-01,2.161165287522856526e-01
3.416086189765827341e-01,-2.925671034841608731e-01,3.416086189765827896e-01,-2.925671034841608176e-01,-6.255525166506165080e-02,-2.925671034841606510e-01,3.416086189765824566e-01,-2.925671034841607621e-01,3.416086189765825121e-01
3.553012282744723582e-01,-3.052526223969348473e-01,3.553012282744719696e-01,-3.052526223969346253e-01,3.177081632156276286e-02,-3.052526223969344032e-01,3.553012282744715256e-01,-3.052526223969345143e-01,3.553012282744718586e-01
3.412884190870701939e-01,-2.536797015753268769e-01,3.412884190870700829e-01,-2.536797015753267659e-01,1.597273367715578429e-01,-2.536797015753265994e-01,3.412884190870697498e-01,-2.536797015753264883e-01,3.412884190870702494e-01
4.512284568746214863e-01,-1.507773896271838998e-01,4.512284568746219859e-01,-1.507773896271840386e-01,5.703443849363630525e-02,-1.507773896271842606e-01,4.512284568746217084e-01,-1.507773896271839553e-01,4.512284568746224300e-01
5.105768381810321666e-01,-8.274448845624710058e-02,5.105768381810328327e-01,-8.274448845624746141e-02,-1.189802093265532601e-01,-8.274448845624782223e-02,5.105768381810327217e-01,-8.274448845624740589e-02,5.105768381810330547e-01
5.398197715422551335e-01,-2.484020684603227211e-02,5.398197715422555776e-01,-2.484020684603248721e-02,-1.663845266574285331e-01,-2.484020684603279946e-02,5.398197715422554666e-01,-2.484020684603271967e-02,5.398197715422560217e-01
