1.972275132982110601e-01,-7.917316959911920859e-01,-2.559909524606863163e-01,-4.872244944280400003e-01,-3.434784986787632888e-01,-3.738538548000439610e-01,-3.762783163132666364e-01,-4.050475857860214579e-01,-4.453213782900361517e-01,-4.721819849808364111e-01,-4.862916694309208365e-01,-4.721819883606018786e-01,-4.453213753549030707e-01,-4.050475912023796532e-01,-3.762782990471000288e-01,-3.738538726708261484e-01,-3.434784798933284145e-01,-4.872245188104031288e-01,-2.559909330628412638e-01,-7.917316951627784150e-01,1.972275153847682927e-01
2.070125661897900815e-01,-7.944440542738543387e-01,-2.486972792753073813e-01,-4.876646203186136286e-01,-3.394265372167845074e-01,-3.715040421169580331e-01,-3.731402661385194164e-01,-4.019355524686966663e-01,-4.424460111543567775e-01,-4.692665144071951899e-01,-4.836040447220569249e-01,-4.692665173802488821e-01,-4.424460097056173158e-01,-4.019355553362479183e-01,-3.731402511761425789e-01,-3.715040577939668354e-01,-3.394265212234628404e-01,-4.876646424297563787e-01,-2.486972620406136536e-01,-7.944440522672676641e-01,2.070125669461260476e-01
2.167547514619103111e-01,-7.971565716371107335e-01,-2.413457378523981567e-01,-4.881598751305033512e-01,-3.353443950395369466e-01,-3.691788690349978030e-01,-3.700007603759825070e-01,-3.988260577020728004e-01,-4.395770521092920990e-01,-4.663517887986703414e-01,-4.809261021748430509e-01,-4.663517911047296849e-01,-4.395770521324522950e-01,-3.988260581446543274e-01,-3.700007487221576574e-01,-3.691788804217160935e-01,-3.353443838052853065e-01,-4.881598932883581821e-01,-2.413457249463076548e-01,-7.971565675340741564e-01,2.167547497623076302e-01
2.264508735780374482e-01,-7.998676001583532313e-01,-2.339388016615782107e-01,-4.887094812552733591e-01,-3.312328281089070847e-01,-3.668787918436863804e-01,-3.668601348546671748e-01,-3.957195295803377366e-01,-4.367149450849768799e-01,-4.634381637336912885e-01,-4.782584216784275255e-01,-4.634381652808076679e-01,-4.367149456000810614e-01,-3.957195292937825126e-01,-3.668601265452044458e-01,-3.668787982769358691e-01,-3.312328216381857371e-01,-4.887094946182901078e-01,-2.339387938630859143e-01,-7.998675945183746361e-01,2.264508697696336337e-01
2.360977844500556644e-01,-8.025754932743152104e-01,-2.264790483648493336e-01,-4.893125712011799910e-01,-3.270926706365047676e-01,-3.646042446693316119e-01,-3.637187548717913388e-01,-3.926164159497603223e-01,-4.338601379908269551e-01,-4.605260197272104672e-01,-4.756015744329954442e-01,-4.605260205478628466e-01,-4.338601311365322122e-01,-3.926164289156368059e-01,-3.637187436436748467e-01,-3.646042501959536053e-01,-3.270926606674863235e-01,-4.893125797172899194e-01,-2.264790451964014684e-01,-8.025754925529323680e-01,2.360977847264959517e-01
2.456924063552128057e-01,-8.052786277020869132e-01,-2.189691533348515629e-01,-4.899681893490974716e-01,-3.229248136341548170e-01,-3.623556451544028834e-01,-3.605770155347194916e-01,-3.895171806802477099e-01,-4.310131154597677816e-01,-4.576156987627679196e-01,-4.729561929614682358e-01,-4.576156885590431100e-01,-4.310131310495074475e-01,-3.895171659764352090e-01,-3.605770329183546896e-01,-3.623556223006109134e-01,-3.229248301449496039e-01,-4.899681875860518732e-01,-2.189691640729916622e-01,-8.052786164944727432e-01,2.456923967596778557e-01
2.552316994937227079e-01,-8.079753661017460287e-01,-2.114119054723280211e-01,-4.906752843334857839e-01,-3.187302691132624655e-01,-3.601333579849070876e-01,-3.574353559880245057e-01,-3.864222972371140208e-01,-4.281743421725216492e-01,-4.547076280620430122e-01,-4.703228200331018849e-01,-4.547076185126864845e-01,-4.281743524723710115e-01,-3.864222901566522483e-01,-3.574353718342719310e-01,-3.601333384663339410e-01,-3.187302790558383947e-01,-4.906752822227538613e-01,-2.114119133237381543e-01,-8.079753626283991963e-01,2.552316971609814300e-01
2.647127105071711006e-01,-8.106641123655240477e-01,-2.038101657533609723e-01,-4.914327334645361978e-01,-3.145100759932037415e-01,-3.579377530176897637e-01,-3.542942275531801855e-01,-3.833322673832062488e-01,-4.253443088330599031e-01,-4.518021961301167400e-01,-4.677020702600585000e-01,-4.518021863992992548e-01,-4.253443169418240077e-01,-3.833322634692536424e-01,-3.542942442793279301e-01,-3.579377354319571158e-01,-3.145100816992439929e-01,-4.914327307713831083e-01,-2.038101710264303146e-01,-8.106641154602964860e-01,2.647127145810214133e-01
2.741325503622255577e-01,-8.133432828708879736e-01,-1.961668920005757433e-01,-4.922393267575645437e-01,-3.102653628817139131e-01,-3.557691599472235788e-01,-3.511541188480725162e-01,-3.802476031646142007e-01,-4.225235102198213744e-01,-4.488998213182606167e-01,-4.650945327312044908e-01,-4.488998115345058659e-01,-4.225235172580510956e-01,-3.802476004848039381e-01,-3.511541363296668550e-01,-3.557691438338466683e-01,-3.102653659244691831e-01,-4.922393241107440587e-01,-1.961668951527852089e-01,-8.133432901868922205e-01,2.741325587384800255e-01
2.834884056448839784e-01,-8.160113183788346713e-01,-1.884851248652779365e-01,-4.930937767757368473e-01,-3.059973283693663837e-01,-3.536278799379858895e-01,-3.480155462133763256e-01,-3.771688325935666497e-01,-4.197124478717736973e-01,-4.460009356152620508e-01,-4.625007937046028417e-01,-4.460009261292762206e-01,-4.197124542179649920e-01,-3.771688301761578210e-01,-3.480155639729001216e-01,-3.536278648384275636e-01,-3.059973303271398271e-01,-4.930937743591529698e-01,-1.884851267313371881e-01,-8.160113275913292163e-01,2.834884160756631633e-01
