-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-6.073416144120983295e-01,-6.154437627629243401e-01,-6.073416144120983295e-01,-6.154779905298543019e-01,-6.245136765211025676e-01,-6.154779905298544129e-01,-6.155063662752394693e-01,-6.245708240563443425e-01,-6.155063662752395803e-01,-6.154779905298544129e-01,-6.245136765211024565e-01,-6.154779905298544129e-01,-6.073416144120983295e-01,-6.154437627629243401e-01,-6.073416144120982185e-01
-1.013944786009517152e-01,-2.766499167640467660e-01,-1.013944786009520760e-01,-2.681493294113267978e-01,-4.118143806227666515e-01,-2.681493294113267423e-01,-2.589854188799952661e-01,-4.059302849046957373e-01,-2.589854188799952661e-01,-2.681493294113269088e-01,-4.118143806227662074e-01,-2.681493294113272974e-01,-1.013944786009522148e-01,-2.766499167640472656e-01,-1.013944786009520760e-01
-1.652215610388604317e-01,-4.958958221891499596e-01,-1.652215610388609868e-01,-4.643907261120368002e-01,-6.062389663923712924e-01,-4.643907261120363561e-01,-4.177338714960709964e-01,-5.992472126041634706e-01,-4.177338714960712185e-01,-4.643907261120371333e-01,-6.062389663923718475e-01,-4.643907261120375773e-01,-1.652215610388615974e-01,-4.958958221891509033e-01,-1.652215610388613753e-01
-3.718899288937376757e-01,-7.049163456109780457e-01,-3.718899288937386194e-01,-6.611436087228393932e-01,-6.351696441852092700e-01,-6.611436087228388381e-01,-5.584290831273779343e-01,-6.753107150977879503e-01,-5.584290831273781563e-01,-6.611436087228396152e-01,-6.351696441852097141e-01,-6.611436087228399483e-01,-3.718899288937386194e-01,-7.049163456109786008e-01,-3.718899288937383973e-01
-4.631186032085451987e-01,-6.994281656421134086e-01,-4.631186032085468085e-01,-6.769166491686815501e-01,-4.502935468366119354e-01,-6.769166491686811060e-01,-5.445395544222270123e-01,-6.083982971933599160e-01,-5.445395544222270123e-01,-6.769166491686811060e-01,-4.502935468366107696e-01,-6.769166491686811060e-01,-4.631186032085460313e-01,-6.994281656421132976e-01,-4.631186032085456983e-01
-3.887598669337830604e-01,-4.393362502817490522e-01,-3.887598669337837265e-01,-4.916491768081768798e-01,-3.424157142115482610e-01,-4.916491768081769909e-01,-4.467478150861657338e-01,-5.117731470371956748e-01,-4.467478150861654562e-01,-4.916491768081772684e-01,-3.424157142115479280e-01,-4.916491768081770464e-01,-3.887598669337841151e-01,-4.393362502817493298e-01,-3.887598669337839485e-01
-3.156303664612485349e-01,-2.657211659927555258e-01,-3.156303664612473692e-01,-3.394517112008811344e-01,-4.443732750787977581e-01,-3.394517112008822446e-01,-3.489990415776736965e-01,-4.846054170173006992e-01,-3.489990415776737520e-01,-3.394517112008830773e-01,-4.443732750787989794e-01,-3.394517112008829107e-01,-3.156303664612496451e-01,-2.657211659927562475e-01,-3.156303664612497006e-01
-2.592851262747121188e-01,-3.055956546956286601e-01,-2.592851262747103425e-01,-3.202592616474787546e-01,-6.529733715341243805e-01,-3.202592616474806420e-01,-3.541594408530693294e-01,-5.494263630291316147e-01,-3.541594408530688853e-01,-3.202592616474801979e-01,-6.529733715341250466e-01,-3.202592616474803644e-01,-2.592851262747126739e-01,-3.055956546956288822e-01,-2.592851262747128960e-01
-2.755859545182682835e-01,-4.683352074813634802e-01,-2.755859545182665071e-01,-4.253643551731125516e-01,-6.758240722621879915e-01,-4.253643551731144390e-01,-4.342002520180087144e-01,-5.001151270114859715e-01,-4.342002520180080483e-01,-4.253643551731132177e-01,-6.758240722621873253e-01,-4.253643551731133288e-01,-2.755859545182676174e-01,-4.683352074813633692e-01,-2.755859545182677839e-01
