-1.000000000000000000e+00,-1.000000000000000000e+00
-9.349035984829376922e-01,-9.349035984829378032e-01
-9.568668514559512950e-01,-9.568668514559512950e-01
-9.941348735416661864e-01,-9.941348735416660753e-01
-9.149316329945557102e-01,-9.149316329945558213e-01
-8.740387916225484943e-01,-8.740387916225484943e-01
-9.207927260982875506e-01,-9.207927260982874396e-01
-9.504002314550683561e-01,-9.504002314550683561e-01
-8.901623319196659834e-01,-8.901623319196658723e-01
-7.375377949259476207e-01,-7.375377949259478427e-01
-5.175157947219173327e-01,-5.175157947219176657e-01
-2.568234651298709204e-01,-2.568234651298711424e-01
-4.573470415702718395e-03,-4.573470415703217995e-03
1.601201181470547352e-01,1.601201181470545132e-01
1.944048063106526558e-01,1.944048063106521007e-01
2.058196678095324250e-01,2.058196678095320364e-01
3.578806430449703591e-01,3.578806430449700260e-01
5.576328977167965828e-01,5.576328977167961387e-01
7.065688706583694856e-01,7.065688706583692635e-01
8.688363586079195233e-01,8.688363586079196343e-01
8.688966069543322401e-01,8.688966069543321291e-01
6.991812819013625280e-01,6.991812819013623059e-01
6.808940624514105977e-01,6.808940624514101536e-01
7.867527957400221039e-01,7.867527957400218819e-01
8.836651166171022309e-01,8.836651166171023419e-01
8.249193135309265124e-01,8.249193135309265124e-01
6.598687095575618278e-01,6.598687095575616057e-01
7.117064414283935658e-01,7.117064414283930107e-01
8.376852061958284246e-01,8.376852061958282025e-01
8.737205293719800814e-01,8.737205293719800814e-01
7.732836429950301627e-01,7.732836429950301627e-01
6.432431095411073052e-01,6.432431095411071942e-01
7.587058125359200655e-01,7.587058125359196215e-01
8.749906300030018125e-01,8.749906300030015904e-01
8.399555055865037811e-01,8.399555055865038922e-01
7.254680261371617700e-01,7.254680261371617700e-01
6.530061498740356019e-01,6.530061498740352688e-01
8.114460029663621565e-01,8.114460029663618235e-01
8.903363563557277205e-01,8.903363563557277205e-01
7.899137853699006451e-01,7.899137853699007561e-01
6.921028262885093874e-01,6.921028262885091653e-01
6.869797575748695095e-01,6.869797575748690655e-01
8.582079974204550599e-01,8.582079974204547268e-01
8.802756720262098211e-01,8.802756720262099321e-01
7.347615312465738402e-01,7.347615312465738402e-01
6.806058198107366453e-01,6.806058198107362012e-01
7.375906183928782056e-01,7.375906183928778725e-01
8.886073950417807676e-01,8.886073950417806566e-01
8.470177382031789382e-01,8.470177382031790492e-01
6.867991107694455533e-01,6.867991107694453312e-01
6.935318441751540108e-01,6.935318441751535667e-01
7.935570381833755293e-01,7.935570381833753073e-01
8.959038861385406616e-01,8.959038861385406616e-01
7.979383793873965347e-01,7.979383793873968678e-01
6.567211953510041500e-01,6.567211953510040390e-01
7.280037885672137055e-01,7.280037885672133724e-01
8.424024341306145525e-01,8.424024341306143304e-01
8.784991367483159230e-01,8.784991367483159230e-01
7.439401019271677518e-01,7.439401019271677518e-01
6.512354949415083416e-01,6.512354949415080085e-01
7.763516572074323774e-01,7.763516572074319333e-01
8.732354558360324592e-01,8.732354558360322372e-01
8.402902242295230417e-01,8.402902242295231527e-01
6.970259735983697080e-01,6.970259735983694860e-01
6.715703407683353277e-01,6.715703407683346615e-01
8.278177651046192409e-01,8.278177651046187968e-01
8.791772370288921667e-01,8.791772370288921667e-01
7.898004855289575410e-01,7.898004855289577630e-01
6.676272403361681596e-01,6.676272403361677155e-01
7.132031634850701796e-01,7.132031634850695134e-01
8.709489794829299303e-01,8.709489794829294862e-01
8.588948264305338309e-01,8.588948264305340530e-01
7.382816295554353037e-01,7.382816295554353037e-01
6.622796654188498611e-01,6.622796654188494170e-01
7.668698731869376672e-01,7.668698731869370011e-01
8.961440465430843272e-01,8.961440465430843272e-01
8.168989566352957699e-01,8.168989566352958809e-01
6.972097174431850508e-01,6.972097174431847177e-01
6.821662164760580183e-01,6.821662164760575742e-01
8.206298484238536695e-01,8.206298484238531143e-01
8.977894578015008786e-01,8.977894578015009897e-01
7.625396276755025404e-01,7.625396276755028735e-01
6.757322649229801081e-01,6.757322649229796641e-01
7.228510563769374730e-01,7.228510563769365849e-01
8.625262299365971108e-01,8.625262299365967777e-01
8.755087261480045679e-01,8.755087261480047900e-01
7.079231624898074671e-01,7.079231624898078001e-01
6.786343589888026440e-01,6.786343589888020889e-01
7.752646624847214785e-01,7.752646624847208123e-01
8.832488122564814415e-01,8.832488122564812194e-01
8.342470497660595674e-01,8.342470497660601225e-01
6.652147691939609420e-01,6.652147691939609420e-01
7.052759937521494438e-01,7.052759937521488887e-01
8.277213110891052938e-01,8.277213110891048498e-01
8.782064797119191191e-01,8.782064797119192301e-01
7.831723223164873682e-01,7.831723223164879233e-01
6.439276441573417165e-01,6.439276441573418275e-01
7.497366050038462015e-01,7.497366050038455354e-01
8.685201532304919203e-01,8.685201532304918093e-01
8.485478671300811238e-01,8.485478671300814568e-01
7.336367112242021538e-01,7.336367112242023758e-01
