1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.719504173512960810e-01,8.719504173512960810e-01,1.000000000000000000e+00
1.000000000000000222e+00,9.148332349684065168e-01,9.148332349684065168e-01,1.000000000000000222e+00
1.000000000000000000e+00,9.886388959996469383e-01,9.886388959996469383e-01,1.000000000000000000e+00
9.999999999999998890e-01,8.318606365343781395e-01,8.318606365343781395e-01,9.999999999999998890e-01
1.000000000000000000e+00,7.541402636908651758e-01,7.541402636908651758e-01,1.000000000000000000e+00
9.999999999999997780e-01,8.440407196831148928e-01,8.440407196831148928e-01,9.999999999999997780e-01
1.000000000000000222e+00,9.022753830135623598e-01,9.022753830135623598e-01,1.000000000000000222e+00
1.000000000000000444e+00,7.865493604161792884e-01,7.865493604161792884e-01,1.000000000000000444e+00
1.000000000000000222e+00,5.022764088093971679e-01,5.022764088093971679e-01,1.000000000000000222e+00
1.000000000000000444e+00,1.011741194628897889e-01,1.011741194628897889e-01,1.000000000000000444e+00
1.000000000000000444e+00,-3.272246151874871889e-01,-3.272246151874871889e-01,1.000000000000000444e+00
1.000000000000000222e+00,-6.472184455927990632e-01,-6.472184455927990632e-01,1.000000000000000222e+00
9.999999999999998890e-01,-6.764988732867268650e-01,-6.764988732867268650e-01,9.999999999999998890e-01
1.000000000000000000e+00,-3.512286717918391976e-01,-3.512286717918391976e-01,1.000000000000000000e+00
1.000000000000000000e+00,-2.725184158614057939e-03,-2.725184158614057939e-03,1.000000000000000000e+00
1.000000000000000222e+00,1.126623724190392584e-02,1.126623724190392584e-02,1.000000000000000222e+00
1.000000000000000222e+00,2.035054610426663690e-01,2.035054610426663690e-01,1.000000000000000222e+00
1.000000000000000222e+00,7.314299896087690378e-01,7.314299896087690378e-01,1.000000000000000222e+00
9.999999999999995559e-01,9.514843600322103745e-01,9.514843600322103745e-01,9.999999999999995559e-01
1.000000000000000222e+00,9.184926598422239463e-01,9.184926598422239463e-01,1.000000000000000222e+00
1.000000000000000222e+00,6.880708475232233390e-01,6.880708475232233390e-01,1.000000000000000222e+00
9.999999999999997780e-01,5.254260087163913351e-01,5.254260087163913351e-01,9.999999999999997780e-01
9.999999999999996669e-01,8.317909548601546410e-01,8.317909548601546410e-01,9.999999999999996669e-01
9.999999999999992228e-01,9.953723480128520151e-01,9.953723480128520151e-01,9.999999999999992228e-01
9.999999999999986677e-01,8.151279010471625952e-01,8.151279010471625952e-01,9.999999999999986677e-01
9.999999999999985567e-01,6.276030113061300542e-01,6.276030113061300542e-01,9.999999999999985567e-01
