0,0.2048,0.4096,0.6144,0.8192,1.024,1.2288,1.4336,1.6384,1.8432,2.048,2.0992,2.5088,2.9184,3.328,3.7376,4.1472
0.95313,0.98333,0.77083,0.91667,0.84483,0.83333,0.5,0.41071,0.20313,0.25862,0.225,0.25758,0.32813,0.28261,0.25862,0.275,0.25
0.98438,0.98333,0.89583,0.95,0.94828,0.92857,0.95455,0.91071,0.92188,0.77586,0.875,0.86364,0.95313,0.8913,0.84483,0.725,0.91667
0.95313,0.98333,0.9375,0.81667,0.81034,0.69048,0.5,0.375,0.26563,0.32759,0.325,0.13636,0.26563,0.23913,0.2931,0.175,0.36111
0.95313,0.91667,0.89583,0.88333,0.87931,0.92857,0.83333,0.66071,0.85938,0.98276,0.925,0.95455,0.73438,0.80435,0.87931,0.925,0.91667
0.98438,0.98333,0.77083,0.81667,0.98276,0.69048,0.95455,0.91071,0.92188,0.94828,0.975,0.95455,0.82813,0.8913,0.91379,0.825,0.86111
0.92188,0.91667,0.89583,0.91667,0.91379,0.92857,0.80303,0.80357,0.85938,0.81034,0.825,0.89394,0.85938,0.80435,0.77586,0.925,0.91667
0.95313,0.95,0.9375,0.78333,0.84483,0.78571,0.71212,0.58929,0.54688,0.18966,0.225,0.43939,0.39063,0.41304,0.39655,0.375,0.52778
0.98438,0.98333,0.8125,0.81667,0.77586,0.78571,0.95455,0.80357,0.82813,0.87931,0.925,0.86364,0.79688,0.71739,0.7069,0.825,0.75
0.98438,0.91667,0.85417,0.88333,0.94828,0.78571,0.68182,0.58929,0.45313,0.39655,0.425,0.43939,0.64063,0.45652,0.25862,0.525,0.36111
0.95313,0.95,0.9375,0.78333,0.94828,0.83333,0.80303,0.875,0.89063,0.87931,0.925,0.86364,0.82813,0.80435,0.84483,0.875,0.86111
0.95313,0.91667,0.9375,0.88333,0.94828,0.7381,0.95455,0.98214,0.89063,0.81034,0.975,0.92424,0.95313,0.84783,0.84483,0.775,0.91667
0.98438,0.98333,0.9375,0.88333,0.87931,0.78571,0.86364,0.83929,0.92188,0.84483,0.925,0.83333,0.73438,0.84783,0.84483,0.825,0.86111
0.89063,0.91667,0.89583,0.85,0.77586,0.83333,0.62121,0.44643,0.32813,0.18966,0.225,0.19697,0.17188,0.41304,0.32759,0.275,0.083333
0.95313,0.98333,0.85417,0.91667,0.87931,0.97619,0.80303,0.94643,0.95313,0.91379,0.875,0.98485,0.89063,0.80435,0.94828,0.775,0.91667
0.98438,0.91667,0.85417,0.91667,0.84483,0.78571,0.62121,0.48214,0.20313,0.36207,0.275,0.28788,0.32813,0.32609,0.18966,0.475,0.19444
0.034485,0.016667,0.085015,0.048443,0.066137,0.079682,0.087039,0.092916,0.070494,0.080869,0.092302,0.075758,0.082822,0.093389,0.080869,0.099174,0.10106
0.015625,0.016667,0.060036,0.03675,0.037998,0.052164,0.033454,0.051778,0.045511,0.07683,0.071405,0.058682,0.034485,0.062527,0.066137,0.099174,0.060634
0.034485,0.016667,0.045767,0.069825,0.071979,0.10045,0.087039,0.091378,0.077721,0.086943,0.10435,0.058682,0.077721,0.088183,0.084213,0.083311,0.11293
0.034485,0.048443,0.060036,0.057151,0.059011,0.052164,0.064059,0.089286,0.060385,0.017241,0.054712,0.033454,0.077721,0.081604,0.059011,0.054712,0.060634
0.015625,0.016667,0.085015,0.069825,0.017241,0.10045,0.033454,0.051778,0.045511,0.037998,0.025,0.033454,0.065874,0.062527,0.050055,0.083311,0.078856
0.045511,0.048443,0.060036,0.048443,0.050055,0.052164,0.068601,0.074266,0.060385,0.071979,0.083311,0.052212,0.060385,0.081604,0.07683,0.054712,0.060634
0.034485,0.03675,0.045767,0.0746,0.066137,0.088448,0.078547,0.092916,0.087986,0.071979,0.092302,0.086377,0.086178,0.1026,0.090766,0.10806,0.11766
0.015625,0.016667,0.078554,0.069825,0.07683,0.088448,0.033454,0.074266,0.065874,0.059011,0.054712,0.058682,0.070494,0.093389,0.084213,0.083311,0.10106
0.015625,0.048443,0.070449,0.057151,0.037998,0.088448,0.080887,0.092916,0.087986,0.090766,0.11047,0.086377,0.084703,0.10384,0.080869,0.11166,0.11293
0.034485,0.03675,0.045767,0.0746,0.037998,0.079682,0.068601,0.060994,0.053762,0.059011,0.054712,0.058682,0.065874,0.081604,0.066137,0.071405,0.078856
0.034485,0.048443,0.045767,0.057151,0.037998,0.095238,0.033454,0.017857,0.053762,0.071979,0.025,0.044174,0.034485,0.073283,0.066137,0.092302,0.060634
0.015625,0.016667,0.045767,0.057151,0.059011,0.088448,0.058682,0.068301,0.045511,0.066137,0.054712,0.064059,0.077721,0.073283,0.066137,0.083311,0.078856
0.053762,0.048443,0.060036,0.064103,0.07683,0.079682,0.08436,0.093927,0.082822,0.071979,0.092302,0.068601,0.065874,0.1026,0.086943,0.099174,0.060634
0.034485,0.016667,0.070449,0.048443,0.059011,0.02381,0.068601,0.039334,0.034485,0.050055,0.071405,0.015152,0.053762,0.081604,0.037998,0.092302,0.060634
0.015625,0.048443,0.070449,0.048443,0.066137,0.088448,0.08436,0.094429,0.070494,0.089114,0.099174,0.078547,0.082822,0.097441,0.071979,0.11166,0.091634
