-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.093359545671597655e-01,-9.107699005757381450e-01,-9.107976169391509558e-01,-9.108004861691287868e-01,-9.108010176797078916e-01,-9.108011157878077579e-01,-9.108010176797081137e-01,-9.108004861691286758e-01,-9.107976169391510668e-01,-9.107699005757380339e-01,-9.093359545671595434e-01
-7.936181759544231884e-01,-8.079919567794183743e-01,-8.087976601156030565e-01,-8.088627923980012957e-01,-8.088760932587494290e-01,-8.088786827843972294e-01,-8.088760932587500951e-01,-8.088627923980014067e-01,-8.087976601156033896e-01,-8.079919567794180413e-01,-7.936181759544223002e-01
-8.511390139038796931e-01,-8.807468061371910295e-01,-8.829480047271940357e-01,-8.830396919737028005e-01,-8.830635903505041906e-01,-8.830691451454737440e-01,-8.830635903505048567e-01,-8.830396919737026895e-01,-8.829480047271943688e-01,-8.807468061371903634e-01,-8.511390139038774727e-01
-9.824135884517143369e-01,-9.951345375009651439e-01,-9.956628018031269400e-01,-9.956460259030168736e-01,-9.956481722450362115e-01,-9.956492156837121188e-01,-9.956481722450363225e-01,-9.956460259030167625e-01,-9.956628018031268290e-01,-9.951345375009648109e-01,-9.824135884517132267e-01
-9.667816367986525883e-01,-9.400280292050700037e-01,-9.396562143087655583e-01,-9.398787773443197935e-01,-9.398836983302381043e-01,-9.398820094387444479e-01,-9.398836983302381043e-01,-9.398787773443203486e-01,-9.396562143087663355e-01,-9.400280292050704478e-01,-9.667816367986542536e-01
-8.340851286217263461e-01,-8.100789546688565990e-01,-8.152446426991194484e-01,-8.160482637498724934e-01,-8.160819266624932400e-01,-8.160853134823922161e-01,-8.160819266624936841e-01,-8.160482637498732705e-01,-8.152446426991204476e-01,-8.100789546688565990e-01,-8.340851286217282334e-01
-8.068467846423375001e-01,-8.357408000407364757e-01,-8.464514192001754145e-01,-8.473838612357624811e-01,-8.473894015922623923e-01,-8.473928215829987787e-01,-8.473894015922636136e-01,-8.473838612357622591e-01,-8.464514192001749704e-01,-8.357408000407344772e-01,-8.068467846423351686e-01
-9.276700680480748362e-01,-9.715385001772354201e-01,-9.767871115542579030e-01,-9.768747722501708308e-01,-9.768226573208941277e-01,-9.768194948814896694e-01,-9.768226573208950159e-01,-9.768747722501706088e-01,-9.767871115542571259e-01,-9.715385001772334217e-01,-9.276700680480710615e-01
-9.983407128617195481e-01,-9.755219976893868550e-01,-9.724941516805238884e-01,-9.728714067225465723e-01,-9.729712992946303318e-01,-9.729781322665055354e-01,-9.729712992946294436e-01,-9.728714067225472384e-01,-9.724941516805251096e-01,-9.755219976893889644e-01,-9.983407128617198811e-01
-9.108297857082685578e-01,-8.335384633648547092e-01,-8.390908713847975431e-01,-8.415506393368790139e-01,-8.418012328764579166e-01,-8.418088211136556254e-01,-8.418012328764564733e-01,-8.415506393368800131e-01,-8.390908713847995415e-01,-8.335384633648575958e-01,-9.108297857082723326e-01
-8.126981221979530101e-01,-7.858676185528111757e-01,-8.091523880007575054e-01,-8.128926781320193751e-01,-8.129580214581193509e-01,-8.129289279325506712e-01,-8.129580214581196840e-01,-8.128926781320197081e-01,-8.091523880007578384e-01,-7.858676185528097324e-01,-8.126981221979531211e-01
-8.603736494810582114e-01,-9.138380388424713896e-01,-9.350516135808301099e-01,-9.366460104897551542e-01,-9.363656583203756600e-01,-9.363096534137288485e-01,-9.363656583203766592e-01,-9.366460104897547101e-01,-9.350516135808293328e-01,-9.138380388424679479e-01,-8.603736494810531044e-01
-9.736396342082479505e-01,-9.992395955019617304e-01,-9.968995080460492098e-01,-9.968156516176827076e-01,-9.969176795742962227e-01,-9.969357657492098346e-01,-9.969176795742958896e-01,-9.968156516176828186e-01,-9.968995080460495428e-01,-9.992395955019618414e-01,-9.736396342082445088e-01
-9.787149287533056796e-01,-8.927832679365547142e-01,-8.853310869876749312e-01,-8.891082480091963003e-01,-8.899996767664787312e-01,-8.900636486818703785e-01,-8.899996767664767328e-01,-8.891082480091980766e-01,-8.853310869876764855e-01,-8.927832679365579338e-01,-9.787149287533085662e-01
-8.785242366490124688e-01,-7.644753689733537749e-01,-7.869540231648695094e-01,-7.962261326473272227e-01,-7.970248827828999572e-01,-7.969598475562471585e-01,-7.970248827828990690e-01,-7.962261326473287770e-01,-7.869540231648701756e-01,-7.644753689733541080e-01,-8.785242366490167987e-01
-8.340272315514101198e-01,-8.236388995021557413e-01,-8.681402000787818984e-01,-8.761043994131860746e-01,-8.757679679085976776e-01,-8.755306230755465213e-01,-8.757679679085987878e-01,-8.761043994131856305e-01,-8.681402000787802331e-01,-8.236388995021501902e-01,-8.340272315514080104e-01
-9.080581767479330990e-01,-9.732449730463446080e-01,-9.916519165120450952e-01,-9.925156016741846221e-01,-9.920433304291285115e-01,-9.919513947369680285e-01,-9.920433304291295107e-01,-9.925156016741841780e-01,-9.916519165120443180e-01,-9.732449730463408333e-01,-9.080581767479259936e-01
-9.839467897204458025e-01,-9.698083421277844396e-01,-9.478270862483482162e-01,-9.494403375919026056e-01,-9.509394465683178588e-01,-9.511683059765263515e-01,-9.509394465683155273e-01,-9.494403375919041599e-01,-9.478270862483506587e-01,-9.698083421277888805e-01,-9.839467897204432489e-01
-9.555194787207663687e-01,-8.139477727741255553e-01,-8.032189294081268915e-01,-8.166137313048340562e-01,-8.195584057780815890e-01,-8.196811874812932608e-01,-8.195584057780772591e-01,-8.166137313048364987e-01,-8.032189294081284459e-01,-8.139477727741316615e-01,-9.555194787207715867e-01
-8.777663437870252272e-01,-7.497183408430501128e-01,-7.919366765388099472e-01,-8.129236667670389771e-01,-8.143793936531258382e-01,-8.139469622651434033e-01,-8.143793936531236177e-01,-8.129236667670398653e-01,-7.919366765388067275e-01,-7.497183408430470042e-01,-8.777663437870293350e-01
-8.680956972469716648e-01,-8.764107912409011547e-01,-9.326073724575272283e-01,-9.439792368348006724e-01,-9.429719331400557847e-01,-9.423817122682329739e-01,-9.429719331400562288e-01,-9.439792368348005613e-01,-9.326073724575235646e-01,-8.764107912408914958e-01,-8.680956972469678901e-01
-9.314732333953934518e-01,-9.967572694541204648e-01,-9.960582237911295156e-01,-9.945964204626410732e-01,-9.950669241362947171e-01,-9.952663958795443522e-01,-9.950669241362942730e-01,-9.945964204626412952e-01,-9.960582237911304038e-01,-9.967572694541184664e-01,-9.314732333953862353e-01
-9.723231296455708828e-01,-9.260260808760780726e-01,-8.741281853896065712e-01,-8.807460631761310221e-01,-8.860195495889983119e-01,-8.868355624108439361e-01,-8.860195495889945372e-01,-8.807460631761320213e-01,-8.741281853896101239e-01,-9.260260808760873985e-01,-9.723231296455695505e-01
-9.418162527871105638e-01,-7.723782148844413609e-01,-7.531284868037073643e-01,-7.827037958257815342e-01,-7.896896351204516495e-01,-7.897992675299214671e-01,-7.896896351204467646e-01,-7.827037958257824224e-01,-7.531284868037055880e-01,-7.723782148844482442e-01,-9.418162527871161149e-01
-8.950205165747926461e-01,-7.679153677630856656e-01,-8.209542294230154358e-01,-8.566319918308143988e-01,-8.592968761375681108e-01,-8.581526370081407062e-01,-8.592968761375665565e-01,-8.566319918308147319e-01,-8.209542294230075532e-01,-7.679153677630783381e-01,-8.950205165747964209e-01
-8.967620602143334674e-01,-9.169191604172027832e-01,-9.724067998677669022e-01,-9.847806254115653024e-01,-9.834553556231402371e-01,-9.826325194939391494e-01,-9.834553556231414584e-01,-9.847806254115654134e-01,-9.724067998677622393e-01,-9.169191604171903487e-01,-8.967620602143300257e-01
-9.326275347686466821e-01,-9.993304382069440051e-01,-9.697432082394490394e-01,-9.630799053239662566e-01,-9.663977113556918574e-01,-9.676317151101520020e-01,-9.663977113556900811e-01,-9.630799053239663676e-01,-9.697432082394537023e-01,-9.993304382069453373e-01,-9.326275347686403538e-01
-9.494222141293244821e-01,-8.997160089207731914e-01,-8.092011611163155704e-01,-8.212560043468635218e-01,-8.338566036844679008e-01,-8.360161560704739703e-01,-8.338566036844609064e-01,-8.212560043468625226e-01,-8.092011611163214546e-01,-8.997160089207880684e-01,-9.494222141293227057e-01
-9.332924367385260211e-01,-7.692233378183803705e-01,-7.272978001341522392e-01,-7.755331994191342337e-01,-7.901057545823970685e-01,-7.904311227682165875e-01,-7.901057545823901851e-01,-7.755331994191323464e-01,-7.272978001341472432e-01,-7.692233378183894743e-01,-9.332924367385293518e-01
-9.159321869675070005e-01,-7.973190631409331486e-01,-8.456642208296710761e-01,-8.967498176502342044e-01,-9.023689501157295956e-01,-9.004252535291343840e-01,-9.023689501157279302e-01,-8.967498176502330942e-01,-8.456642208296585306e-01,-7.973190631409245999e-01,-9.159321869675096650e-01
-9.168416024280138243e-01,-9.391141601320688315e-01,-9.881927063491751095e-01,-9.986039243833489953e-01,-9.974112620197562729e-01,-9.967238875170592038e-01,-9.974112620197572721e-01,-9.986039243833489953e-01,-9.881927063491704466e-01,-9.391141601320559529e-01,-9.168416024280123811e-01
-9.220195523934449078e-01,-9.961810982574228479e-01,-9.414907294399794679e-01,-9.229268783000675880e-01,-9.305111857567486267e-01,-9.339916565606702914e-01,-9.305111857567454070e-01,-9.229268783000663667e-01,-9.414907294399893489e-01,-9.961810982574257345e-01,-9.220195523934410220e-01
-9.199030482519667817e-01,-8.988257339507115251e-01,-7.671826363018604544e-01,-7.763608910525852114e-01,-8.005549960327760228e-01,-8.057746059394998994e-01,-8.005549960327674741e-01,-7.763608910525801043e-01,-7.671826363018704464e-01,-8.988257339507289556e-01,-9.199030482519643392e-01
-9.201456014115869664e-01,-7.937736560248733753e-01,-7.123187796370460401e-01,-7.734221646353143242e-01,-8.012845741095815377e-01,-8.031584200282058106e-01,-8.012845741095742103e-01,-7.734221646353066637e-01,-7.123187796370407110e-01,-7.937736560248840334e-01,-9.201456014115864113e-01
-9.299036848945545497e-01,-8.270293982763119445e-01,-8.535611630586364962e-01,-9.189744549106413363e-01,-9.311070558985968804e-01,-9.288232050932936357e-01,-9.311070558985959922e-01,-9.189744549106364513e-01,-8.535611630586212861e-01,-8.270293982763042839e-01,-9.299036848945545497e-01
