0.1,2.3111,4.5222,6.7333,8.9444,11.156,13.367,15.578,17.789,20
0.86458,0.16797,0.23759,0.29435,0.25357,0.25524,0.28214,0.32692,0.32119,0.34859
0.86458,0.83984,0.81206,0.78629,0.81071,0.74476,0.76071,0.73462,0.65894,0.70775
0.87847,0.33984,0.33688,0.45565,0.34643,0.36014,0.38214,0.37308,0.53974,0.48239
0.83681,0.71484,0.74113,0.70565,0.725,0.65385,0.63929,0.64231,0.57285,0.58099
0.87153,0.55078,0.40071,0.39113,0.38929,0.51399,0.51071,0.45769,0.53311,0.49648
0.87153,0.51953,0.65603,0.67339,0.63929,0.66084,0.59643,0.66538,0.52649,0.54577
0.85069,0.63672,0.44326,0.46371,0.45357,0.51399,0.51786,0.48846,0.5,0.52465
0.83681,0.61328,0.6773,0.64919,0.68214,0.62587,0.575,0.65,0.55298,0.62324
0.80903,0.36328,0.38652,0.34274,0.39643,0.46503,0.48214,0.44231,0.47351,0.47535
0.88542,0.86328,0.84043,0.77823,0.79643,0.74476,0.68929,0.80385,0.65232,0.65845
0.88542,0.16016,0.15248,0.21371,0.26071,0.26923,0.26786,0.28077,0.39404,0.30634
0.028401,0.03294,0.035794,0.040894,0.036726,0.03642,0.038003,0.04112,0.03798,0.039975
0.028401,0.032307,0.032825,0.036739,0.033033,0.03642,0.03601,0.038683,0.038564,0.038138
0.0271,0.041847,0.039787,0.044723,0.0402,0.040131,0.041058,0.042405,0.04056,0.041933
0.030706,0.039871,0.036847,0.040894,0.037703,0.039769,0.040573,0.042025,0.040252,0.041401
0.027764,0.043964,0.041263,0.043815,0.041201,0.041796,0.042248,0.043694,0.0406,0.041958
0.027764,0.04416,0.039989,0.042092,0.040573,0.039574,0.041459,0.041365,0.040632,0.041782
0.029598,0.042496,0.041834,0.044782,0.042074,0.041796,0.042231,0.043841,0.040689,0.041908
0.030706,0.043036,0.039351,0.042839,0.039332,0.040456,0.041776,0.041817,0.040459,0.040655
0.032685,0.042496,0.041001,0.042604,0.041335,0.041709,0.042231,0.043558,0.040632,0.041908
0.026407,0.030232,0.030745,0.03724,0.033964,0.03642,0.039089,0.034748,0.038742,0.039781
0.026407,0.032307,0.030173,0.036739,0.037065,0.037057,0.03739,0.039376,0.039759,0.03866
