-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.056241943244582870e-01,-9.071628401341201853e-01,-9.071894240089858341e-01,-9.071922776355659801e-01,-9.071928266309559064e-01,-9.071929734600999717e-01,-9.071930213664965992e-01,-9.071930369784627635e-01,-9.071930369784629855e-01,-9.071930213664964882e-01,-9.071929734600997497e-01,-9.071928266309557953e-01,-9.071922776355659801e-01,-9.071894240089857231e-01,-9.071628401341201853e-01,-9.056241943244582870e-01
-7.705526836874793117e-01,-7.867671597016760998e-01,-7.875624471212354649e-01,-7.876298518502939938e-01,-7.876443411195518385e-01,-7.876484733514148573e-01,-7.876498667388663888e-01,-7.876503283513687226e-01,-7.876503283513693887e-01,-7.876498667388647235e-01,-7.876484733514126368e-01,-7.876443411195502842e-01,-7.876298518502936608e-01,-7.875624471212365751e-01,-7.867671597016767659e-01,-7.705526836874806440e-01
-7.938906026388641290e-01,-8.330670851869588223e-01,-8.356594436451980634e-01,-8.357661100878646110e-01,-8.357978917509645278e-01,-8.358089929753098613e-01,-8.358130356256768811e-01,-8.358144231923387846e-01,-8.358144231923394507e-01,-8.358130356256732174e-01,-8.358089929753047542e-01,-8.357978917509599759e-01,-8.357661100878649441e-01,-8.356594436452012831e-01,-8.330670851869598215e-01,-7.938906026388667936e-01
-9.321069488554748483e-01,-9.668031176796699766e-01,-9.682431320130425734e-01,-9.681490800718047796e-01,-9.681534225651439174e-01,-9.681587063812387983e-01,-9.681609891845414095e-01,-9.681618270862681896e-01,-9.681618270862687448e-01,-9.681609891845388560e-01,-9.681587063812350236e-01,-9.681534225651406977e-01,-9.681490800718051126e-01,-9.682431320130446828e-01,-9.668031176796701986e-01,-9.321069488554765137e-01
-9.937015461277269868e-01,-9.819063857830627740e-01,-9.804000041223608353e-01,-9.804327165623963891e-01,-9.804284259442419547e-01,-9.804240056180789642e-01,-9.804221185866629495e-01,-9.804214350649411713e-01,-9.804214350649407272e-01,-9.804221185866648369e-01,-9.804240056180819618e-01,-9.804284259442445082e-01,-9.804327165623962781e-01,-9.804000041223590589e-01,-9.819063857830626629e-01,-9.937015461277265427e-01
-9.006654562648868101e-01,-8.452390823407737175e-01,-8.473201909066794268e-01,-8.481508227155076796e-01,-8.481789283377670907e-01,-8.481765392923986679e-01,-8.481748836957406779e-01,-8.481741431497109573e-01,-8.481741431497094030e-01,-8.481748836957443416e-01,-8.481765392924043301e-01,-8.481789283377709765e-01,-8.481508227155065693e-01,-8.473201909066758741e-01,-8.452390823407747167e-01,-9.006654562648852558e-01
-7.564136633351750127e-01,-7.195047769511202507e-01,-7.333418061494110241e-01,-7.351737081803142448e-01,-7.352129019070456906e-01,-7.352224675788697761e-01,-7.352276167567382004e-01,-7.352293289729388004e-01,-7.352293289729368020e-01,-7.352276167567370901e-01,-7.352224675788692210e-01,-7.352129019070428040e-01,-7.351737081803124685e-01,-7.333418061494094697e-01,-7.195047769511230262e-01,-7.564136633351753458e-01
-7.027742771157718948e-01,-7.437317902035479600e-01,-7.675983640235736205e-01,-7.693288540081932858e-01,-7.692028920341444920e-01,-7.692048785775207342e-01,-7.692153364280910344e-01,-7.692194377642257441e-01,-7.692194377642240788e-01,-7.692153364280831518e-01,-7.692048785775107422e-01,-7.692028920341330567e-01,-7.693288540081908433e-01,-7.675983640235752858e-01,-7.437317902035519568e-01,-7.027742771157747814e-01
-7.728994557524686559e-01,-8.823791136428922321e-01,-9.015043759722498606e-01,-9.010647465848420357e-01,-9.006554719847109647e-01,-9.006327605429684802e-01,-9.006394685358961594e-01,-9.006423536495271609e-01,-9.006423536495269389e-01,-9.006394685358869445e-01,-9.006327605429566008e-01,-9.006554719846991963e-01,-9.010647465848393711e-01,-9.015043759722523031e-01,-8.823791136428955628e-01,-7.728994557524719866e-01
-8.839530332151753766e-01,-9.844716283881158603e-01,-9.820624765359345920e-01,-9.796634000284347721e-01,-9.793854160809293274e-01,-9.793814148152281129e-01,-9.793811912413699083e-01,-9.793804878572738293e-01,-9.793804878572751615e-01,-9.793811912413680210e-01,-9.793814148152256704e-01,-9.793854160809271070e-01,-9.796634000284334398e-01,-9.820624765359347030e-01,-9.844716283881166374e-01,-8.839530332151778191e-01
-9.350121446317807283e-01,-9.422559094448538231e-01,-9.184100396173213721e-01,-9.183480626930999868e-01,-9.188634665796183709e-01,-9.189096560574949724e-01,-9.189037138303920438e-01,-9.189007917006023485e-01,-9.189007917006036807e-01,-9.189037138303995933e-01,-9.189096560575040762e-01,-9.188634665796274748e-01,-9.183480626931003199e-01,-9.184100396173184855e-01,-9.422559094448511585e-01,-9.350121446317820606e-01
-8.885983307817126864e-01,-7.786381443453533890e-01,-7.575441660406427857e-01,-7.652011661289744859e-01,-7.665680733203154018e-01,-7.665858961146911899e-01,-7.665726734346758331e-01,-7.665712344102293407e-01,-7.665712344102276754e-01,-7.665726734346868243e-01,-7.665858961147037354e-01,-7.665680733203279473e-01,-7.652011661289750410e-01,-7.575441660406390110e-01,-7.786381443453486151e-01,-8.885983307817133525e-01
-7.801725675739796806e-01,-6.114642906920926269e-01,-6.248881915975277312e-01,-6.417436887203181728e-01,-6.430437985859170924e-01,-6.428619003715212443e-01,-6.428373922633934257e-01,-6.428409052480135166e-01,-6.428409052480069663e-01,-6.428373922633987547e-01,-6.428619003715254632e-01,-6.430437985859213113e-01,-6.417436887203145091e-01,-6.248881915975239565e-01,-6.114642906920875198e-01,-7.801725675739795696e-01
