-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.056241941105160898e-01,-9.071628398161385443e-01,-9.071894235124737804e-01,-9.071922768336366794e-01,-9.071928252809361437e-01,-9.071929710723094509e-01,-9.071930168832771368e-01,-9.071930279178432865e-01,-9.071930168832771368e-01,-9.071929710723094509e-01,-9.071928252809360327e-01,-9.071922768336365683e-01,-9.071894235124736694e-01,-9.071628398161387663e-01,-9.056241941105160898e-01
-7.705526767760845219e-01,-7.867671498715509415e-01,-7.875624317900795646e-01,-7.876298271520859595e-01,-7.876442996777008876e-01,-7.876484003701926806e-01,-7.876497305215270917e-01,-7.876500553678925654e-01,-7.876497305215255373e-01,-7.876484003701912373e-01,-7.876442996776991112e-01,-7.876298271520846273e-01,-7.875624317900786764e-01,-7.867671498715522738e-01,-7.705526767760851881e-01
-7.938905774252055236e-01,-8.330670524813699185e-01,-8.356593931729461300e-01,-8.357660292113278100e-01,-8.357977569618580960e-01,-8.358087577134554191e-01,-8.358126018650450240e-01,-8.358135690811989704e-01,-8.358126018650408051e-01,-8.358087577134518664e-01,-8.357977569618534330e-01,-8.357660292113242573e-01,-8.356593931729442426e-01,-8.330670524813730271e-01,-7.938905774252063008e-01
-9.321069242714157266e-01,-9.668030936731056846e-01,-9.682430960528785047e-01,-9.681490229022020610e-01,-9.681533284156079722e-01,-9.681585446542043671e-01,-9.681606975055002673e-01,-9.681612707813941343e-01,-9.681606975054971587e-01,-9.681585446542021467e-01,-9.681533284156049746e-01,-9.681490229021993965e-01,-9.682430960528767283e-01,-9.668030936731075720e-01,-9.321069242714166148e-01
-9.937015502090759123e-01,-9.819064038438910513e-01,-9.804000324411535905e-01,-9.804327615023501474e-01,-9.804285001847469205e-01,-9.804241336686901898e-01,-9.804223507660938530e-01,-9.804218811668453659e-01,-9.804223507660961845e-01,-9.804241336686918551e-01,-9.804285001847492520e-01,-9.804327615023518128e-01,-9.804000324411548117e-01,-9.819064038438896080e-01,-9.937015502090762453e-01
-9.006654807434331111e-01,-8.452391159087302430e-01,-8.473202410056248635e-01,-8.481509004855533052e-01,-8.481790528366937032e-01,-8.481767450651567231e-01,-8.481752349214584097e-01,-8.481747594410889990e-01,-8.481752349214641828e-01,-8.481767450651589435e-01,-8.481790528366973669e-01,-8.481509004855569689e-01,-8.473202410056286382e-01,-8.452391159087272454e-01,-9.006654807434322230e-01
-7.564136662887008811e-01,-7.195047584411999875e-01,-7.333417760782130479e-01,-7.351736557318901966e-01,-7.352128059604969845e-01,-7.352222818374603008e-01,-7.352272322256163672e-01,-7.352284686104776368e-01,-7.352272322256183656e-01,-7.352222818374570812e-01,-7.352128059604948751e-01,-7.351736557318881982e-01,-7.333417760782157124e-01,-7.195047584411958796e-01,-7.564136662886999929e-01
-7.027742238430609856e-01,-7.437316898632442275e-01,-7.675982154035156935e-01,-7.693286142105818515e-01,-7.692024888352320122e-01,-7.692041694891940118e-01,-7.692140226407098158e-01,-7.692168547592798111e-01,-7.692140226407041537e-01,-7.692041694891844639e-01,-7.692024888352225753e-01,-7.693286142105718595e-01,-7.675982154035141392e-01,-7.437316898632398976e-01,-7.027742238430615407e-01
-7.728993701264367244e-01,-8.823790037535214070e-01,-9.015042263317262217e-01,-9.010645112677393431e-01,-9.006550879022094946e-01,-9.006321116582738373e-01,-9.006383297272894106e-01,-9.006402722544861739e-01,-9.006383297272809729e-01,-9.006321116582646225e-01,-9.006550879022000577e-01,-9.010645112677284629e-01,-9.015042263317215587e-01,-8.823790037535184094e-01,-7.728993701264392779e-01
-8.839529782347250730e-01,-9.844716083286095820e-01,-9.820624709224199389e-01,-9.796633954756400753e-01,-9.793854175567743292e-01,-9.793814394745590235e-01,-9.793812882277580512e-01,-9.793808003372344029e-01,-9.793812882277550536e-01,-9.793814394745573582e-01,-9.793854175567732190e-01,-9.796633954756369667e-01,-9.820624709224169413e-01,-9.844716083286089159e-01,-8.839529782347292919e-01
-9.350121533544355490e-01,-9.422559918978602456e-01,-9.184101784500575683e-01,-9.183482801418656472e-01,-9.188638211779796006e-01,-9.189102573191250123e-01,-9.189047737316431430e-01,-9.189027523558154220e-01,-9.189047737316493603e-01,-9.189102573191326728e-01,-9.188638211779875942e-01,-9.183482801418737518e-01,-9.184101784500602328e-01,-9.422559918978612448e-01,-9.350121533544384356e-01
-8.885983773325468738e-01,-7.786382373308461391e-01,-7.575442959334626192e-01,-7.652013576681752083e-01,-7.665683617789420534e-01,-7.665863327645761061e-01,-7.665733178407585502e-01,-7.665721286875603058e-01,-7.665733178407702075e-01,-7.665863327645856540e-01,-7.665683617789509352e-01,-7.652013576681880869e-01,-7.575442959334687254e-01,-7.786382373308469163e-01,-8.885983773325453194e-01
-7.801725911614338926e-01,-6.114642641872986006e-01,-6.248881242401722602e-01,-6.417435618539539810e-01,-6.430435468759028161e-01,-6.428613819477807523e-01,-6.428362581840771917e-01,-6.428382254693352227e-01,-6.428362581840868506e-01,-6.428613819477828617e-01,-6.430435468759032602e-01,-6.417435618539607534e-01,-6.248881242401745917e-01,-6.114642641872960471e-01,-7.801725911614278974e-01
-6.738455936777636435e-01,-5.500808829995760263e-01,-6.131732226504913452e-01,-6.342310635855321621e-01,-6.338907630272454519e-01,-6.333540918359553684e-01,-6.333193662398705071e-01,-6.333259527533587896e-01,-6.333193662398728385e-01,-6.333540918359465977e-01,-6.338907630272343496e-01,-6.342310635855257228e-01,-6.131732226504843508e-01,-5.500808829995689209e-01,-6.738455936777564270e-01
-6.119206647836706869e-01,-6.197320837626203449e-01,-7.185330133424474575e-01,-7.335063426478622972e-01,-7.301720886340281602e-01,-7.293411427530682722e-01,-7.293286636721858507e-01,-7.293412859874899290e-01,-7.293286636721805216e-01,-7.293411427530522850e-01,-7.301720886340108407e-01,-7.335063426478454218e-01,-7.185330133424319143e-01,-6.197320837626099088e-01,-6.119206647836660240e-01
-5.926538375791639002e-01,-7.613644473769765053e-01,-8.570540579216407995e-01,-8.546220019132134693e-01,-8.485307115173754688e-01,-8.479067027490415631e-01,-8.479873645450461961e-01,-8.480059114193193581e-01,-8.479873645450369812e-01,-8.479067027490267972e-01,-8.485307115173624792e-01,-8.546220019131958168e-01,-8.570540579216241461e-01,-7.613644473769658472e-01,-5.926538375791650104e-01
-5.835699499903076459e-01,-8.848672923376255106e-01,-9.266700768767623941e-01,-9.012916139832278795e-01,-8.956134865803611067e-01,-8.961019849360162270e-01,-8.963218253939274627e-01,-8.963348596883484731e-01,-8.963218253939190250e-01,-8.961019849360107870e-01,-8.956134865803604406e-01,-9.012916139832194418e-01,-9.266700768767537344e-01,-8.848672923376184052e-01,-5.835699499903151954e-01
-5.483585870109639604e-01,-9.236215935345428729e-01,-8.677577457531535643e-01,-8.270855321572729846e-01,-8.278988383223531144e-01,-8.301878677503737869e-01,-8.304217381717045043e-01,-8.303961424093003751e-01,-8.304217381717007296e-01,-8.301878677503810033e-01,-8.278988383223668812e-01,-8.270855321572778696e-01,-8.677577457531567839e-01,-9.236215935345405414e-01,-5.483585870109760618e-01
