-20,-19.7,-19.4,-19.1,-18.8,-18.5,-18.2,-17.9,-17.6,-17.3,-17,-16.7,-16.4,-16.1,-15.8,-15.5,-15.2,-14.9,-14.6,-14.3,-14,-13.7,-13.4,-13.1,-12.8,-12.5,-12.2,-11.9,-11.6,-11.3,-11,-10.7,-10.4,-10.1,-9.8,-9.5,-9.2,-8.9,-8.6,-8.3,-8,-7.7,-7.4,-7.1,-6.8,-6.5,-6.2,-5.9,-5.6,-5.3,-5,-4.7,-4.4,-4.1,-3.8,-3.5,-3.2,-2.9,-2.6,-2.3,-2,-1.7,-1.4,-1.1,-0.8,-0.5,-0.2,0.1,0.4,0.7,1,1.3,1.6,1.9,2.2,2.5,2.8,3.1,3.4,3.7,4,4.3,4.6,4.9,5.2,5.5,5.8,6.1,6.4,6.7,7,7.3,7.6,7.9,8.2,8.5,8.8,9.1,9.4,9.7,10
20.037,19.737,19.438,19.139,18.839,18.54,18.241,17.941,17.642,17.343,17.044,16.744,16.445,16.146,15.847,15.548,15.249,14.95,14.651,14.352,14.053,13.754,13.456,13.157,12.858,12.56,12.261,11.963,11.664,11.366,11.068,10.77,10.472,10.174,9.8766,9.579,9.2817,8.9845,8.6875,8.3908,8.0942,7.798,7.5021,7.2065,6.9112,6.6164,6.3222,6.0284,5.7353,5.443,5.1516,4.8611,4.5719,4.2841,3.998,3.7139,3.4324,3.1539,2.8792,2.6091,2.3449,2.0879,1.84,1.6029,1.3788,1.169,0.97387,0.79353,0.62898,0.48689,0.39555,0.41973,0.57644,0.80921,1.077,1.3615,1.6545,1.9519,2.2516,2.5525,2.854,3.1555,3.457,3.7584,4.0594,4.3602,4.6607,4.9608,5.2606,5.5601,5.8593,6.1582,6.4567,6.7549,7.0528,7.3504,7.6476,7.9444,8.2409,8.5371,8.8328
0.99019,0.98989,0.98958,0.98925,0.98891,0.98855,0.98817,0.98778,0.98736,0.98693,0.98647,0.98598,0.98547,0.98493,0.98436,0.98376,0.98313,0.98245,0.98174,0.98098,0.98017,0.97931,0.97839,0.97741,0.97637,0.97525,0.97404,0.97276,0.97137,0.96988,0.96826,0.96652,0.96463,0.96258,0.96035,0.95791,0.95525,0.95233,0.94913,0.9456,0.94169,0.93736,0.93255,0.92717,0.92115,0.91438,0.90673,0.89807,0.8882,0.87691,0.86393,0.84895,0.83156,0.81129,0.78754,0.75964,0.72674,0.68791,0.64213,0.58844,0.52614,0.4552,0.37685,0.29421,0.21266,0.13919,0.080411,0.039871,0.016455,0.0054339,0.0013149,0.00020515,2.5821e-05,3.6721e-06,6.377e-07,1.3312e-07,3.2503e-08,9.058e-09,2.8234e-09,9.6821e-10,3.6041e-10,1.4405e-10,6.1253e-11,2.7509e-11,1.2965e-11,6.3781e-12,3.2608e-12,1.726e-12,9.4249e-13,5.2952e-13,3.0532e-13,1.8027e-13,1.0879e-13,6.7052e-14,4.2045e-14,2.6817e-14,1.7392e-14,1.1451e-14,7.6437e-15,5.1672e-15,3.5369e-15
