-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.061035102015712051e-01,-9.065842846331932936e-01,-9.065842846331935156e-01,-9.061035102015712051e-01
-7.638891206202040873e-01,-7.744447869209970525e-01,-7.744447869209972746e-01,-7.638891206202041984e-01
-7.632513541287717640e-01,-7.900089192868368082e-01,-7.900089192868369192e-01,-7.632513541287718750e-01
-8.910784974359570176e-01,-9.204454792116791850e-01,-9.204454792116792960e-01,-8.910784974359569066e-01
-9.873618938092967312e-01,-9.934367294091764888e-01,-9.934367294091764888e-01,-9.873618938092966202e-01
-9.401526604423149358e-01,-9.102443188793040152e-01,-9.102443188793036821e-01,-9.401526604423148248e-01
-7.849832304612028855e-01,-7.434732153892148476e-01,-7.434732153892145146e-01,-7.849832304612031075e-01
-6.450020372359863696e-01,-6.443916175223209919e-01,-6.443916175223207699e-01,-6.450020372359865917e-01
-6.015491167376870729e-01,-6.733385822788151565e-01,-6.733385822788152675e-01,-6.015491167376872950e-01
-6.563778315600539148e-01,-7.932031585834388165e-01,-7.932031585834390386e-01,-6.563778315600540259e-01
-7.543295151617117611e-01,-9.123122794285467574e-01,-9.123122794285469794e-01,-7.543295151617118721e-01
-8.160581514389726454e-01,-9.297081865913395804e-01,-9.297081865913395804e-01,-8.160581514389725344e-01
-7.967742506106960665e-01,-8.228129551719439716e-01,-8.228129551719437496e-01,-7.967742506106958444e-01
-6.899241413189947103e-01,-6.248647192802874173e-01,-6.248647192802868622e-01,-6.899241413189942662e-01
-5.270937921188666442e-01,-4.192435216555462918e-01,-4.192435216555458477e-01,-5.270937921188665332e-01
-3.606889253147956831e-01,-2.977163322489951858e-01,-2.977163322489948527e-01,-3.606889253147955721e-01
-2.212618066808119677e-01,-2.892655343932612477e-01,-2.892655343932606926e-01,-2.212618066808121342e-01
-1.105318870735677583e-01,-3.717019932889532030e-01,-3.717019932889527034e-01,-1.105318870735682441e-01
-1.622758374905419743e-02,-5.041490086492552702e-01,-5.041490086492549372e-01,-1.622758374905503009e-02
8.436294875435712548e-02,-6.280347688582913479e-01,-6.280347688582907928e-01,8.436294875435634832e-02
2.147232199189694768e-01,-6.964499063853998306e-01,-6.964499063853988314e-01,2.147232199189685886e-01
3.773512449154898807e-01,-7.005345317718862930e-01,-7.005345317718852938e-01,3.773512449154890480e-01
5.419232077620748100e-01,-6.614093110440958379e-01,-6.614093110440949497e-01,5.419232077620740329e-01
6.569285725876766735e-01,-6.155195187032016513e-01,-6.155195187032007631e-01,6.569285725876758963e-01
6.829248423204727914e-01,-5.986033098988522427e-01,-5.986033098988513546e-01,6.829248423204721252e-01
6.291225923244208040e-01,-6.072095311621256153e-01,-6.072095311621248381e-01,6.291225923244201379e-01
5.528547956723661727e-01,-5.835171960011018566e-01,-5.835171960011010794e-01,5.528547956723661727e-01
5.071535236790734036e-01,-4.905582225711146993e-01,-4.905582225711142552e-01,5.071535236790736256e-01
4.984154155572466660e-01,-3.718193600170035529e-01,-3.718193600170032198e-01,4.984154155572468881e-01
5.096825900944006449e-01,-2.746476954004539173e-01,-2.746476954004539173e-01,5.096825900944010890e-01
5.320222668526862764e-01,-1.806246729603049328e-01,-1.806246729603050993e-01,5.320222668526864984e-01
5.420618024492148690e-01,-8.511849951989425289e-02,-8.511849951989497454e-02,5.420618024492147580e-01
5.125302245101136522e-01,-4.356463818435862834e-02,-4.356463818435961366e-02,5.125302245101134302e-01
5.023449039344597411e-01,-8.264895702619354245e-02,-8.264895702619448614e-02,5.023449039344595191e-01
6.156904067729718211e-01,-1.594910496489865825e-01,-1.594910496489875817e-01,6.156904067729718211e-01
