1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.999999999999994449e-01,8.156783479972721240e-01,8.237360776289744946e-01,8.237394890763601873e-01,8.223957069448444290e-01,8.156783479972721240e-01,9.999999999999994449e-01,8.171818346671159139e-01,8.250711599031523846e-01,8.237394890763600763e-01,8.237360776289744946e-01,8.171818346671159139e-01,9.999999999999994449e-01,8.171818346671160249e-01,8.237360776289746056e-01,8.237394890763601873e-01,8.250711599031523846e-01,8.171818346671160249e-01,9.999999999999994449e-01,8.156783479972721240e-01,8.223957069448444290e-01,8.237394890763600763e-01,8.237360776289746056e-01,8.156783479972721240e-01,9.999999999999994449e-01
1.000000000000001554e+00,5.461300945361504677e-01,5.971741652489381824e-01,5.968668004665433902e-01,5.844234497859830402e-01,5.461300945361504677e-01,1.000000000000001554e+00,5.629831860450396075e-01,6.092602304556535842e-01,5.968668004665433902e-01,5.971741652489381824e-01,5.629831860450396075e-01,1.000000000000001554e+00,5.629831860450389414e-01,5.971741652489377383e-01,5.968668004665433902e-01,6.092602304556535842e-01,5.629831860450389414e-01,1.000000000000001554e+00,5.461300945361493575e-01,5.844234497859830402e-01,5.968668004665433902e-01,5.971741652489377383e-01,5.461300945361493575e-01,1.000000000000001554e+00
9.999999999999992228e-01,5.621323504940758387e-01,6.111130686100936238e-01,6.093389369889697926e-01,5.758343908403685818e-01,5.621323504940758387e-01,9.999999999999992228e-01,6.078990549358915807e-01,6.435559719182473160e-01,6.093389369889702367e-01,6.111130686100936238e-01,6.078990549358915807e-01,9.999999999999992228e-01,6.078990549358903595e-01,6.111130686100928466e-01,6.093389369889697926e-01,6.435559719182473160e-01,6.078990549358903595e-01,9.999999999999992228e-01,5.621323504940733962e-01,5.758343908403685818e-01,6.093389369889702367e-01,6.111130686100928466e-01,5.621323504940733962e-01,9.999999999999992228e-01
1.000000000000000666e+00,8.058940208412387340e-01,8.166963998568359528e-01,8.146086509386143426e-01,7.684179538224478190e-01,8.058940208412387340e-01,1.000000000000000666e+00,8.603974117702225533e-01,8.630398648510221316e-01,8.146086509386143426e-01,8.166963998568359528e-01,8.603974117702225533e-01,1.000000000000000666e+00,8.603974117702214430e-01,8.166963998568348426e-01,8.146086509386143426e-01,8.630398648510221316e-01,8.603974117702214430e-01,1.000000000000000666e+00,8.058940208412365136e-01,7.684179538224478190e-01,8.146086509386143426e-01,8.166963998568348426e-01,8.058940208412365136e-01,1.000000000000000666e+00
1.000000000000000666e+00,9.598851826519183561e-01,9.582139340827131591e-01,9.600523780258074513e-01,9.419257469249084913e-01,9.598851826519183561e-01,1.000000000000000666e+00,9.767277358353158023e-01,9.786383587198641543e-01,9.600523780258072293e-01,9.582139340827131591e-01,9.767277358353158023e-01,1.000000000000000666e+00,9.767277358353156913e-01,9.582139340827131591e-01,9.600523780258074513e-01,9.786383587198641543e-01,9.767277358353156913e-01,1.000000000000000666e+00,9.598851826519184671e-01,9.419257469249084913e-01,9.600523780258072293e-01,9.582139340827131591e-01,9.598851826519184671e-01,1.000000000000000666e+00
9.999999999999980016e-01,8.412402526292579452e-01,8.433250122341999777e-01,8.470247812111674213e-01,8.845042875094382140e-01,8.412402526292579452e-01,9.999999999999980016e-01,7.972422278813833252e-01,8.107496880237646808e-01,8.470247812111669772e-01,8.433250122341999777e-01,7.972422278813833252e-01,9.999999999999980016e-01,7.972422278813846575e-01,8.433250122342008659e-01,8.470247812111674213e-01,8.107496880237646808e-01,7.972422278813846575e-01,9.999999999999980016e-01,8.412402526292599436e-01,8.845042875094382140e-01,8.470247812111669772e-01,8.433250122342008659e-01,8.412402526292599436e-01,9.999999999999980016e-01
9.999999999999975575e-01,5.305993963177930706e-01,5.868687752245005385e-01,5.829558006433760431e-01,6.429972309332980807e-01,5.305993963177930706e-01,9.999999999999975575e-01,4.593147283240144874e-01,5.302399040019095677e-01,5.829558006433758210e-01,5.868687752245005385e-01,4.593147283240144874e-01,9.999999999999975575e-01,4.593147283240154866e-01,5.868687752245012046e-01,5.829558006433760431e-01,5.302399040019095677e-01,4.593147283240154866e-01,9.999999999999975575e-01,5.305993963177951800e-01,6.429972309332980807e-01,5.829558006433758210e-01,5.868687752245012046e-01,5.305993963177951800e-01,9.999999999999975575e-01
9.999999999999977796e-01,2.323828399777528309e-01,4.047929364449328049e-01,3.772256645418208820e-01,4.058962117096074351e-01,2.323828399777528309e-01,9.999999999999977796e-01,2.088154239291517000e-01,3.673020627145546779e-01,3.772256645418214371e-01,4.047929364449328049e-01,2.088154239291517000e-01,9.999999999999977796e-01,2.088154239291509229e-01,4.047929364449332490e-01,3.772256645418208820e-01,3.673020627145546779e-01,2.088154239291509229e-01,9.999999999999977796e-01,2.323828399777526643e-01,4.058962117096074351e-01,3.772256645418214371e-01,4.047929364449332490e-01,2.323828399777526643e-01,9.999999999999977796e-01
9.999999999999958922e-01,9.223264799969557726e-02,3.599379002489404011e-01,2.932594660323477598e-01,2.678301558793775294e-01,9.223264799969557726e-02,9.999999999999958922e-01,1.865065735445839978e-01,3.675372725425014031e-01,2.932594660323494251e-01,3.599379002489404011e-01,1.865065735445839978e-01,9.999999999999958922e-01,1.865065735445806672e-01,3.599379002489407897e-01,2.932594660323477598e-01,3.675372725425014031e-01,1.865065735445806672e-01,9.999999999999958922e-01,9.223264799969202454e-02,2.678301558793775294e-01,2.932594660323494251e-01,3.599379002489407897e-01,9.223264799969202454e-02,9.999999999999958922e-01
9.999999999999967804e-01,1.185469778274205188e-01,3.860165383508561421e-01,2.903516241430672551e-01,2.140143950272485607e-01,1.185469778274205188e-01,9.999999999999967804e-01,3.602255158257683942e-01,4.736919688633123293e-01,2.903516241430698086e-01,3.860165383508561421e-01,3.602255158257683942e-01,9.999999999999967804e-01,3.602255158257628986e-01,3.860165383508574743e-01,2.903516241430672551e-01,4.736919688633123293e-01,3.602255158257628986e-01,9.999999999999967804e-01,1.185469778274143710e-01,2.140143950272485607e-01,2.903516241430698086e-01,3.860165383508574743e-01,1.185469778274143710e-01,9.999999999999967804e-01
