1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000002665e+00,8.162742858978075944e-01,8.242781869524178351e-01,8.243049626090996895e-01,8.242919005389536258e-01,8.229454692901169155e-01,8.162742858978075944e-01,1.000000000000002665e+00,8.177743426514678671e-01,8.256285636167859376e-01,8.256328949141873430e-01,8.242919005389536258e-01,8.242781869524178351e-01,8.177743426514678671e-01,1.000000000000002665e+00,8.177993315786021844e-01,8.256285636167860487e-01,8.243049626090994675e-01,8.243049626090996895e-01,8.256285636167859376e-01,8.177993315786021844e-01,1.000000000000002665e+00,8.177743426514677560e-01,8.242781869524178351e-01,8.242919005389536258e-01,8.256328949141873430e-01,8.256285636167860487e-01,8.177743426514677560e-01,1.000000000000002665e+00,8.162742858978073723e-01,8.229454692901169155e-01,8.242919005389536258e-01,8.243049626090994675e-01,8.242781869524178351e-01,8.162742858978073723e-01,1.000000000000002665e+00
1.000000000000001998e+00,5.585467967212630613e-01,6.067439147538910005e-01,6.071240109953104369e-01,6.065120479979060342e-01,5.943019691873643318e-01,5.585467967212630613e-01,1.000000000000001998e+00,5.750890686430286669e-01,6.191797578248456890e-01,6.190191880680333547e-01,6.065120479979068113e-01,6.067439147538910005e-01,5.750890686430286669e-01,1.000000000000001998e+00,5.758468279585885474e-01,6.191797578248452449e-01,6.071240109953111030e-01,6.071240109953104369e-01,6.191797578248456890e-01,5.758468279585885474e-01,1.000000000000001998e+00,5.750890686430271126e-01,6.067439147538904454e-01,6.065120479979060342e-01,6.190191880680333547e-01,6.191797578248452449e-01,5.750890686430271126e-01,1.000000000000001998e+00,5.585467967212622842e-01,5.943019691873643318e-01,6.065120479979068113e-01,6.071240109953111030e-01,6.067439147538904454e-01,5.585467967212622842e-01,1.000000000000001998e+00
1.000000000000001776e+00,6.085616590406487392e-01,6.475026813397201098e-01,6.482335860442181019e-01,6.456549059649198119e-01,6.144780336123104592e-01,6.085616590406487392e-01,1.000000000000001776e+00,6.507941051644774433e-01,6.802007196020318780e-01,6.789031229126988309e-01,6.456549059649216993e-01,6.475026813397201098e-01,6.507941051644774433e-01,1.000000000000001776e+00,6.533838234954626456e-01,6.802007196020316560e-01,6.482335860442198783e-01,6.482335860442181019e-01,6.802007196020318780e-01,6.533838234954626456e-01,1.000000000000001776e+00,6.507941051644741126e-01,6.475026813397189995e-01,6.456549059649198119e-01,6.789031229126988309e-01,6.802007196020316560e-01,6.507941051644741126e-01,1.000000000000001776e+00,6.085616590406474069e-01,6.144780336123104592e-01,6.456549059649216993e-01,6.482335860442198783e-01,6.475026813397189995e-01,6.085616590406474069e-01,1.000000000000001776e+00
1.000000000000001998e+00,8.706448952724462620e-01,8.757694020144003444e-01,8.759677777795418230e-01,8.741979464631499663e-01,8.377601098920729461e-01,8.706448952724462620e-01,1.000000000000001998e+00,9.121187031280663104e-01,9.139231060829099418e-01,9.124056197224426068e-01,8.741979464631519647e-01,8.757694020144003444e-01,9.121187031280663104e-01,1.000000000000001998e+00,9.138323267401655681e-01,9.139231060829098308e-01,8.759677777795437104e-01,8.759677777795418230e-01,9.139231060829099418e-01,9.138323267401655681e-01,1.000000000000001998e+00,9.121187031280637569e-01,8.757694020143999003e-01,8.741979464631499663e-01,9.124056197224426068e-01,9.139231060829098308e-01,9.121187031280637569e-01,1.000000000000001998e+00,8.706448952724457069e-01,8.377601098920729461e-01,8.741979464631519647e-01,8.759677777795437104e-01,8.757694020143999003e-01,8.706448952724457069e-01,1.000000000000001998e+00
1.000000000000004219e+00,9.793961136377751231e-01,9.778099881295613249e-01,9.778072862061552017e-01,9.794951633263797586e-01,9.820548312527247470e-01,9.793961136377751231e-01,1.000000000000004219e+00,9.750906953232449936e-01,9.752330022552485600e-01,9.769789585486933214e-01,9.794951633263793145e-01,9.778099881295613249e-01,9.750906953232449936e-01,1.000000000000004219e+00,9.733693331385808722e-01,9.752330022552483380e-01,9.778072862061547577e-01,9.778072862061552017e-01,9.752330022552485600e-01,9.733693331385808722e-01,1.000000000000004219e+00,9.750906953232458818e-01,9.778099881295621021e-01,9.794951633263797586e-01,9.769789585486933214e-01,9.752330022552483380e-01,9.750906953232458818e-01,1.000000000000004219e+00,9.793961136377757892e-01,9.820548312527247470e-01,9.794951633263793145e-01,9.778072862061547577e-01,9.778099881295621021e-01,9.793961136377757892e-01,1.000000000000004219e+00
1.000000000000004219e+00,7.893204833640835583e-01,7.990879166765734176e-01,7.992979944357661015e-01,7.990793272651308676e-01,8.484876272348897963e-01,7.893204833640835583e-01,1.000000000000004219e+00,7.361132042693319111e-01,7.527321481286901594e-01,7.525501158946701352e-01,7.990793272651284251e-01,7.990879166765734176e-01,7.361132042693319111e-01,1.000000000000004219e+00,7.362913264383552647e-01,7.527321481286898264e-01,7.992979944357634370e-01,7.992979944357661015e-01,7.527321481286901594e-01,7.362913264383552647e-01,1.000000000000004219e+00,7.361132042693356858e-01,7.990879166765746389e-01,7.990793272651308676e-01,7.525501158946701352e-01,7.527321481286898264e-01,7.361132042693356858e-01,1.000000000000004219e+00,7.893204833640843354e-01,8.484876272348897963e-01,7.990793272651284251e-01,7.992979944357634370e-01,7.990879166765746389e-01,7.893204833640843354e-01,1.000000000000004219e+00
1.000000000000005551e+00,4.912497437547966861e-01,5.649630326754341292e-01,5.625910741762761846e-01,5.544480385032614089e-01,5.967469193797845239e-01,4.912497437547966861e-01,1.000000000000005551e+00,4.480631265114903283e-01,5.248679264257353205e-01,5.143247997968517504e-01,5.544480385032597436e-01,5.649630326754341292e-01,4.480631265114903283e-01,1.000000000000005551e+00,4.595310253529064637e-01,5.248679264257344323e-01,5.625910741762734091e-01,5.625910741762761846e-01,5.248679264257353205e-01,4.595310253529064637e-01,1.000000000000005551e+00,4.480631265114927708e-01,5.649630326754346843e-01,5.544480385032614089e-01,5.143247997968517504e-01,5.248679264257344323e-01,4.480631265114927708e-01,1.000000000000005551e+00,4.912497437547957979e-01,5.967469193797845239e-01,5.544480385032597436e-01,5.625910741762734091e-01,5.649630326754346843e-01,4.912497437547957979e-01,1.000000000000005551e+00
1.000000000000003775e+00,3.530739126857054266e-01,4.836451431004846757e-01,4.737749569352852630e-01,4.569696506399725244e-01,4.482150806629592865e-01,3.530739126857054266e-01,1.000000000000003775e+00,3.909795103499299485e-01,4.899277288028151545e-01,4.654288799495401863e-01,4.569696506399733571e-01,4.836451431004846757e-01,3.909795103499299485e-01,1.000000000000003775e+00,4.165394657420625757e-01,4.899277288028137667e-01,4.737749569352842083e-01,4.737749569352852630e-01,4.899277288028151545e-01,4.165394657420625757e-01,1.000000000000003775e+00,3.909795103499275615e-01,4.836451431004833990e-01,4.569696506399725244e-01,4.654288799495401863e-01,4.899277288028137667e-01,3.909795103499275615e-01,1.000000000000003775e+00,3.530739126857017629e-01,4.482150806629592865e-01,4.569696506399733571e-01,4.737749569352842083e-01,4.836451431004833990e-01,3.530739126857017629e-01,1.000000000000003775e+00
1.000000000000003775e+00,4.565300530563707326e-01,5.590932947673556974e-01,5.470636575679453939e-01,5.266895996272403790e-01,4.546551151001559932e-01,4.565300530563707326e-01,1.000000000000003775e+00,5.925356396203163012e-01,6.409347593586511849e-01,6.106401602740096912e-01,5.266895996272432656e-01,5.590932947673556974e-01,5.925356396203163012e-01,1.000000000000003775e+00,6.223365500523214688e-01,6.409347593586494085e-01,5.470636575679462821e-01,5.470636575679453939e-01,6.409347593586511849e-01,6.223365500523214688e-01,1.000000000000003775e+00,5.925356396203097509e-01,5.590932947673538100e-01,5.266895996272403790e-01,6.106401602740096912e-01,6.409347593586494085e-01,5.925356396203097509e-01,1.000000000000003775e+00,4.565300530563656256e-01,4.546551151001559932e-01,5.266895996272432656e-01,5.470636575679462821e-01,5.590932947673538100e-01,4.565300530563656256e-01,1.000000000000003775e+00
